Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,CumulativeORB,CumulativeDRB,CumulativeAST,CumulativeSTL,CumulativeBLK,CumulativeDWS,Last2DWS
Tyrone Wallace,-0.74022298,-0.567975728,-0.982236428,-0.928298774,-0.767164867,-0.627598457,-0.709915621,-0.557022687,-0.69035324,-0.550189971,-0.711347104,-0.646560993
Tyson Chandler,2.135463418,1.804998301,2.704350339,2.450337057,2.340007302,5.578467301,3.964801496,0.096463812,0.954967137,4.033126669,3.134602378,-0.105482901
Tyus Jones,-1.219504046,-1.457840989,-0.521413082,-0.448397212,-0.561604778,-0.605636561,-0.618518454,-0.231428593,-0.270453769,-0.546639764,-0.570211343,-0.253049653
Udonis Haslem,2.614744484,0.321889533,2.243526993,1.693445332,1.3892788,2.267711489,2.141109186,-0.055224731,0.43794806,0.287658772,1.67031886,-0.990883415
Vander Blue,-0.260941914,-0.864597482,-0.521413082,-0.992715091,-0.842247182,-0.662371459,-0.761636498,-0.602222809,-0.756051797,-0.596342656,-0.755452029,-1.138450168
Victor Oladipo,-0.260941914,-0.864597482,-0.060589736,0.153895353,0.422633266,-0.248755752,0.243023834,0.463427508,1.00352694,0.071096173,0.461843908,1.960451633
Vince Carter,3.573306617,-0.271353975,3.395585358,3.500323026,3.768142044,2.278692437,2.545665639,2.89657302,3.411521868,2.37163001,3.081676468,0.337217356
Vince Hunter,-0.74022298,0.321889533,-0.982236428,-1.012039986,-0.855546281,-0.662371459,-0.76872155,-0.611416054,-0.767477633,-0.592792449,-0.755452029,-1.138450168
Wade Baldwin,-1.219504046,-0.864597482,-0.751824755,-0.896090615,-0.805491404,-0.644069879,-0.739672838,-0.560853206,-0.710348453,-0.567941004,-0.702526119,-0.843316663
"Walt Lemon, Jr.",-0.260941914,-1.161219235,-0.982236428,-1.00881917,-0.852614196,-0.666031775,-0.768013045,-0.607585535,-0.767477633,-0.592792449,-0.755452029,-1.138450168
Wayne Ellington,0.937260752,-0.864597482,0.861056956,0.881799736,0.444623902,-0.303660492,0.01771919,-0.121875757,0.1008859,-0.447233981,-0.270297851,0.386406274
Wayne Selden,-0.74022298,-0.567975728,-0.751824755,-0.867103273,-0.759101634,-0.634919089,-0.730462271,-0.550893857,-0.698922617,-0.575041417,-0.720168089,-0.941694498
Wesley Iwundu,-0.74022298,0.025267779,-0.982236428,-0.825232667,-0.749467641,-0.600146087,-0.697871033,-0.56774814,-0.673214486,-0.553740177,-0.693705134,-0.449805323
Wesley Johnson,0.937260752,0.025267779,0.630645283,0.814162603,0.498553319,-0.071230427,0.312457341,-0.134899521,0.529354748,0.788237894,0.144288446,0.288028439
Wesley Matthews,1.176901285,-0.567975728,0.861056956,1.084711135,1.393886362,-0.023646319,0.448490333,0.494837762,1.334876183,-0.138366013,0.673547549,0.681539779
Will Barton,0.218339152,-0.271353975,0.169821937,0.247299013,0.086700119,-0.181039907,0.12328646,0.087270567,0.066608392,-0.049610849,-0.173267016,0.140461687
Willie Cauley-Stein,-0.500582447,1.508376547,-0.521413082,-0.335668657,-0.345572957,-0.025476477,-0.166492155,-0.39001207,-0.259027933,0.032043901,-0.305581791,0.681539779
Willie Reed,0.218339152,0.91513304,-0.521413082,-0.53535924,-0.658887163,-0.276208122,-0.512951183,-0.576175281,-0.673214486,-0.244872209,-0.552569373,-0.154671818
Willy Hernangomez,-0.74022298,1.211754794,-0.751824755,-0.638425347,-0.665798506,-0.243265278,-0.447768708,-0.51258867,-0.598946553,-0.411731916,-0.552569373,-0.007105066
Wilson Chandler,0.937260752,0.321889533,1.091468629,0.875358105,1.068006078,0.627889927,1.006792408,0.219040412,0.457943273,0.756286035,0.285424207,-0.007105066
Xavier Munford,-0.260941914,-1.457840989,-0.751824755,-0.960506933,-0.828529214,-0.658711143,-0.74959191,-0.591497356,-0.727487207,-0.585692036,-0.737810059,-1.040072333
Xavier Rathan-Mayes,-0.74022298,-0.864597482,-0.982236428,-1.00881917,-0.843922659,-0.666031775,-0.765887529,-0.597626186,-0.750338879,-0.585692036,-0.746631044,-1.040072333
Xavier Silas,0.937260752,-0.567975728,-0.751824755,-1.012039986,-0.851462306,-0.660541301,-0.76730454,-0.609117742,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Yogi Ferrell,-0.500582447,-2.051084496,-0.751824755,-0.61265882,-0.491967763,-0.581844507,-0.546959432,-0.325659355,-0.46469298,-0.532438938,-0.534927403,0.091272769
Zach Collins,-1.45914458,1.508376547,-0.982236428,-0.812349403,-0.746849708,-0.583674665,-0.644733145,-0.571578658,-0.71891783,-0.486286253,-0.640779223,0.140461687
Zach LaVine,-0.979863513,-0.567975728,-0.291001409,-0.284135603,-0.165040306,-0.51595882,-0.33440788,-0.046031486,-0.230463343,-0.450784188,-0.614316268,-0.69574991
Zach Randolph,2.375103951,0.618511286,2.704350339,2.569507244,2.768615272,5.335056287,4.139802273,0.958330531,1.614809164,0.472269512,2.517133424,0.632350861
Zaza Pachulia,1.656182351,1.211754794,2.243526993,2.292517081,1.38069198,3.475615765,1.913679026,0.41669518,1.337732642,0.685281904,1.485078174,0.779917614
Zhou Qi,-0.979863513,1.804998301,-0.982236428,-0.966948564,-0.843294355,-0.655050827,-0.758093972,-0.609883846,-0.761764715,-0.546639764,-0.737810059,-0.941694498
