Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,CumulativeORB,CumulativeDRB,CumulativeAST,CumulativeSTL,CumulativeBLK,CumulativeDWS,Last2DWS,DWS_Next
Brad Holland,-0.866782584,-1.07001108,-1.10131363,-1.081002473,-0.977467452,-0.794663031,-0.816557217,-0.679758945,-0.829311869,-0.596084735,-0.806486145,-1.080681142,0.4
Brad Holland,-0.619077354,-1.07001108,-0.842531969,-0.933517727,-0.944674693,-0.779940937,-0.802105504,-0.661653276,-0.770306514,-0.593175959,-0.772354209,-0.996797408,0.3
Brad Lohaus,-0.866782584,1.081200606,-1.10131363,-0.965892427,-0.919552105,-0.725959923,-0.75947295,-0.658504464,-0.815262975,-0.479733709,-0.755288241,-0.577378738,1.1
Brad Lohaus,-0.619077354,1.081200606,-0.842531969,-0.688908879,-0.784601564,-0.588553708,-0.635188216,-0.606549065,-0.730969611,-0.316842272,-0.661425417,-0.451553137,2.4
Brad Lohaus,-0.371372124,1.081200606,-0.583750309,-0.401133765,-0.568614002,-0.428246457,-0.418412517,-0.47429896,-0.568002442,-0.060870015,-0.456633802,0.219516735,1.7
Brad Lohaus,-0.123666894,1.081200606,-0.324968648,-0.109761461,-0.433107652,-0.331734949,-0.304243982,-0.415258735,-0.427513503,0.154379383,-0.311573074,0.471167937,1.3
Brad Lohaus,0.124038336,1.081200606,-0.066186987,0.142041765,-0.312941644,-0.225408711,-0.17128822,-0.357005712,-0.315122352,0.360902454,-0.200644282,0.0098074,1.3
Brad Lohaus,0.371743566,1.081200606,0.192594674,0.429816879,-0.116629737,-0.128897203,-0.014487131,-0.25703093,-0.183062749,0.576151852,-0.08971549,-0.157960068,0.8
Brad Lohaus,0.619448796,1.081200606,0.451376334,0.670828538,-0.009691994,-0.07491619,0.070055391,-0.208224344,-0.098769386,0.736134513,-0.021451618,-0.367669403,0.6
Brad Lohaus,0.867154025,1.081200606,0.710157995,0.890257063,0.071456189,-0.029114118,0.12352673,-0.174374614,-0.04257381,0.808853904,0.029746286,-0.661262472,0.7
Brad Lohaus,1.114859255,1.081200606,0.968939656,1.088102454,0.137931002,-0.017663601,0.164714113,-0.139737682,-0.014476022,0.85830309,0.089477174,-0.703204339,0
Brad Lohaus,1.362564485,1.081200606,1.227721317,1.109685588,0.142933288,-0.016027812,0.169049627,-0.138950479,-0.011666244,0.85830309,0.089477174,-0.954855541,0.1
Brad Miller,-1.114487814,1.081200606,-1.10131363,-1.081002473,-0.947231416,-0.743953595,-0.766698806,-0.679758945,-0.846170541,-0.546635549,-0.780887193,-0.82902994,1.4
Brad Miller,-0.866782584,1.081200606,-0.842531969,-0.883157082,-0.840404835,-0.559109519,-0.636633387,-0.64433481,-0.78154563,-0.444828401,-0.661425417,-0.451553137,1.1
Brad Miller,-0.619077354,1.081200606,-0.583750309,-0.678117312,-0.680998678,-0.323556008,-0.43792233,-0.560104088,-0.68882293,-0.334294926,-0.567562594,-0.199901935,2.3
Brad Miller,-0.371372124,1.081200606,-0.324968648,-0.404730953,-0.42943931,0.088662637,-0.17128822,-0.440449231,-0.475279742,-0.215035125,-0.371303962,0.177574868,3.4
Brad Miller,-0.123666894,1.081200606,-0.066186987,-0.142136161,-0.177101808,0.391283468,0.130752587,-0.288519051,-0.292644122,-0.089957772,-0.081182506,1.142237809,3
Brad Miller,0.371743566,1.081200606,0.451376334,0.318304022,0.346470717,0.931093599,0.805647596,0.130272949,0.092295571,0.357993678,0.371065646,0.974470341,3.6
Brad Miller,0.867154025,1.081200606,0.968939656,0.829104851,0.869598595,1.259887042,1.394554911,0.601020348,0.370463671,0.651780019,0.823313798,0.974470341,2.7
Brad Miller,1.114859255,1.081200606,1.227721317,1.088102454,1.148948437,1.533063684,1.765963941,0.808841942,0.564338406,0.867029417,1.053704365,0.596993538,1.5
Brad Miller,1.362564485,1.081200606,1.486502977,1.33990568,1.382388417,1.778431925,2.051385278,0.993047445,0.710446903,0.971745341,1.181699125,0.513109804,2.5
Brad Miller,1.610269715,1.081200606,1.745284638,1.634875172,1.599154112,1.914202352,2.279722348,1.114276708,0.834077169,1.056099835,1.395023725,0.42922607,1
Brad Miller,1.857974945,1.081200606,2.004066299,1.850706508,1.711983435,1.986177036,2.408342596,1.228421144,0.912750975,1.117184123,1.480353565,0.219516735,0.1
Brad Sellers,-0.619077354,1.350102067,-1.10131363,-0.929920538,-0.804721867,-0.547659002,-0.668427156,-0.616782705,-0.747828284,-0.401196766,-0.652892433,0.42922607,2
Brad Sellers,-0.371372124,1.350102067,-0.842531969,-0.634951045,-0.558831755,-0.372629656,-0.565097406,-0.505787081,-0.652295806,-0.209217573,-0.482232754,0.42922607,1.4
Brad Wright,-0.619077354,1.081200606,-1.10131363,-1.167335008,-0.984026004,-0.760311477,-0.805718432,-0.696290208,-0.863029214,-0.581540857,-0.815019129,-1.164564876,0
Bradley Beal,-1.857603503,-0.532208158,-1.10131363,-1.016253072,-0.805388838,-0.730867288,-0.704556439,-0.589230599,-0.730969611,-0.514639017,-0.652892433,0.42922607,2.4
Bradley Beal,-1.609898273,-0.532208158,-0.842531969,-0.75365828,-0.524149244,-0.642534721,-0.546310179,-0.397940269,-0.531475318,-0.462281055,-0.448100818,0.596993538,2.4
Bradley Beal,-1.362193043,-0.532208158,-0.583750309,-0.527035377,-0.289931131,-0.54929479,-0.413354417,-0.245222885,-0.317932131,-0.409923093,-0.243309202,0.764761006,1.3
Bradley Beal,-1.114487814,-0.532208158,-0.324968648,-0.329189986,-0.100066615,-0.482227471,-0.307134325,-0.117695998,-0.166204077,-0.377926561,-0.13238041,0.303400469,1.6
Brandan Wright,-1.609898273,0.812299146,-1.10131363,-1.081002473,-0.957569473,-0.73904623,-0.781873105,-0.689992584,-0.854599878,-0.535000446,-0.797953161,-0.996797408,0.4
Brandan Wright,-1.362193043,0.812299146,-0.842531969,-0.940712105,-0.881090089,-0.637627357,-0.713227467,-0.673461321,-0.792784745,-0.427375747,-0.763821225,-0.954855541,0.4
Brandan Wright,-0.866782584,0.812299146,-0.583750309,-0.807616114,-0.838959731,-0.58691792,-0.671317499,-0.664014885,-0.761877178,-0.377926561,-0.729689289,-0.912913674,1.3
Brandan Wright,-0.619077354,0.812299146,-0.324968648,-0.631353856,-0.751030672,-0.485499047,-0.590387905,-0.653781246,-0.700062045,-0.194673695,-0.618760497,-0.535436871,1.3
Brandan Wright,-0.371372124,0.812299146,-0.066186987,-0.401133765,-0.623305654,-0.346457044,-0.463935414,-0.623867532,-0.627007797,0.026393254,-0.507831706,-0.157960068,1
Brandan Wright,-0.123666894,0.812299146,0.192594674,-0.192496806,-0.503584294,-0.17960664,-0.36132825,-0.599464238,-0.537094876,0.186375915,-0.422501866,-0.283785669,1.8
Brandan Wright,0.371743566,0.812299146,0.710157995,0.120458631,-0.318944386,0.052675295,-0.200914232,-0.562465697,-0.382557043,0.503432461,-0.251842186,-0.40961127,0.5
Brandan Wright,0.619448796,0.812299146,0.968939656,0.221179921,-0.269255019,0.103384732,-0.166952706,-0.550657652,-0.351649476,0.561607974,-0.209177266,-0.954855541,0.5
Brandon Armstrong,-1.362193043,-0.532208158,-1.10131363,-1.09179404,-0.977578614,-0.784848301,-0.821615317,-0.690779787,-0.851790099,-0.596084735,-0.806486145,-1.080681142,0.1
Brandon Armstrong,-1.114487814,-0.532208158,-0.842531969,-1.030641828,-0.969908443,-0.784848301,-0.818724974,-0.689205381,-0.843360763,-0.593175959,-0.797953161,-1.122623009,0.5
Brandon Bass,-1.609898273,0.274496224,-1.10131363,-1.113377173,-0.969574957,-0.771761995,-0.789821548,-0.694715802,-0.863029214,-0.578632081,-0.797953161,-0.996797408,0.2
Brandon Bass,-1.362193043,0.274496224,-0.842531969,-1.037836206,-0.95156673,-0.750496748,-0.768143978,-0.692354193,-0.857409657,-0.569905754,-0.780887193,-1.038739275,1.9
Brandon Bass,-1.114487814,0.274496224,-0.583750309,-0.75365828,-0.77848766,-0.554202155,-0.604117032,-0.646696419,-0.795594523,-0.430284523,-0.618760497,-0.367669403,1.6
Brandon Bass,-0.619077354,0.274496224,-0.066186987,-0.28242653,-0.531485929,-0.2548529,-0.379392891,-0.597889832,-0.686013151,-0.191764919,-0.396902914,-0.157960068,3.1
Brandon Bass,-0.123666894,0.274496224,0.451376334,0.203193976,-0.103734957,0.119742615,0.02525508,-0.509723096,-0.514616645,0.116565299,0.140675078,1.393889011,2.7
Brandon Bass,0.124038336,0.274496224,0.710157995,0.49456628,0.145156526,0.330759302,0.239140436,-0.443598043,-0.390986379,0.302726941,0.371065646,1.226121543,1.9
Brandon Bass,0.371743566,0.274496224,0.968939656,0.789535773,0.39704938,0.594121214,0.462419406,-0.375111381,-0.289834343,0.509250012,0.533192342,0.680877272,1.9
Brandon Bass,0.867154025,0.274496224,1.486502977,1.321919735,0.760659938,0.991617765,0.780357098,-0.234989246,-0.081910713,0.762313494,0.755049926,-0.157960068,0.6
Brandon Davies,-1.114487814,0.812299146,-1.10131363,-1.034239017,-0.935448256,-0.73904623,-0.774647249,-0.675035727,-0.80402386,-0.575723305,-0.789420177,-0.912913674,0.4
Brandon Hunter,-0.866782584,0.005594763,-1.10131363,-1.088196851,-0.954234616,-0.71941677,-0.776815006,-0.682120554,-0.834931426,-0.596084735,-0.789420177,-0.912913674,0.2
Brandon Ingram,-1.857603503,0.543397685,-1.10131363,-0.933517727,-0.746028386,-0.703058888,-0.640968901,-0.566401712,-0.730969611,-0.494277587,-0.763821225,-0.661262472,1.8
Brandon Jennings,-1.609898273,-1.607814002,-1.10131363,-0.92272616,-0.702452924,-0.721052559,-0.657588371,-0.327091998,-0.576431779,-0.546635549,-0.490765738,2.023017016,3.3
Brandon Jennings,-1.362193043,-1.607814002,-0.842531969,-0.696103257,-0.461342773,-0.652349451,-0.518851924,-0.086995081,-0.309502794,-0.48555126,-0.209177266,1.771365814,1.8
Brandon Jennings,-1.114487814,-1.607814002,-0.583750309,-0.458688787,-0.202224396,-0.572195826,-0.390954262,0.200334017,-0.017285801,-0.421558196,-0.055583554,0.890586607,2.2
Brandon Jennings,-0.866782584,-1.607814002,-0.324968648,-0.170913673,0.119811614,-0.475684317,-0.255830743,0.610466784,0.333936546,-0.392470439,0.132142094,0.42922607,0.9
Brandon Jennings,-0.371372124,-1.607814002,0.192594674,0.264346188,0.553454166,-0.344821255,-0.062177785,1.303992633,0.74135447,-0.357565132,0.268669838,-0.577378738,0.7
Brandon Jennings,-0.123666894,-1.607814002,0.451376334,0.437011257,0.649942691,-0.318648643,-0.004370932,1.437817144,0.822838054,-0.337203702,0.328400726,-0.661262472,1
Brandon Jennings,0.124038336,-1.607814002,0.710157995,0.728383561,0.850256425,-0.271210783,0.116300873,1.748762332,1.019522569,-0.325568599,0.413730566,-0.535436871,0.1
Brandon Knight,-1.609898273,-1.07001108,-1.10131363,-0.980281183,-0.762702671,-0.747225171,-0.697330583,-0.499489456,-0.73377939,-0.569905754,-0.738222273,-0.40961127,0.8
Brandon Knight,-1.362193043,-1.07001108,-0.842531969,-0.710492013,-0.499804789,-0.658892604,-0.55787155,-0.260966945,-0.570812221,-0.546635549,-0.669958401,-0.493495004,0.4
Brandon Knight,-1.114487814,-1.07001108,-0.583750309,-0.45149441,-0.233016241,-0.583646344,-0.406851146,0.016128513,-0.376937485,-0.497186363,-0.635826465,-0.745146206,2.5
Brandon Knight,-0.866782584,-1.07001108,-0.324968648,-0.224871507,-0.006801785,-0.537844272,-0.250772643,0.275905506,-0.124057395,-0.468098606,-0.422501866,-0.032134467,0.9
Brandon Knight,-0.619077354,-1.07001108,-0.066186987,-0.037817682,0.201070959,-0.478955894,-0.130823423,0.482939897,0.047339111,-0.409923093,-0.34570501,0.177574868,0.2
Brandon Roy,-1.114487814,-0.263306698,-1.10131363,-1.012655883,-0.775375127,-0.706330464,-0.687214383,-0.51602072,-0.683203372,-0.569905754,-0.738222273,-0.40961127,2.1
Brandon Roy,-0.866782584,-0.263306698,-0.842531969,-0.746463902,-0.465011116,-0.573831614,-0.494284011,-0.177523427,-0.461230849,-0.523365344,-0.55902961,0.051749267,2.6
Brandon Roy,-0.619077354,-0.263306698,-0.583750309,-0.465883165,-0.142308135,-0.403709633,-0.302076225,0.137357776,-0.213970316,-0.459372279,-0.337172026,0.722819139,2.1
Brandon Roy,-0.123666894,-0.263306698,-0.066186987,-0.062998005,0.272214572,-0.238495018,-0.081687598,0.479003882,0.061388005,-0.377926561,-0.081182506,0.0098074,0.1
Brandon Rush,-0.866782584,-0.263306698,-1.10131363,-0.947906483,-0.798941448,-0.745589383,-0.682156284,-0.645122013,-0.764686957,-0.491368811,-0.712623321,-0.157960068,2.5
Brandon Rush,-0.619077354,-0.263306698,-0.842531969,-0.65293699,-0.522037168,-0.678522064,-0.461767657,-0.556955276,-0.607339345,-0.302298394,-0.499298722,0.345342336,1.7
Brandon Rush,-0.371372124,-0.263306698,-0.583750309,-0.411925331,-0.327059204,-0.62454105,-0.328811895,-0.50814869,-0.492138415,-0.200491246,-0.354237994,0.513109804,0.6
Brandon Rush,0.124038336,-0.263306698,-0.066186987,-0.170913673,-0.133415183,-0.570560037,-0.170565635,-0.437300419,-0.393796158,-0.031782259,-0.30304009,-0.996797408,0
Brandon Rush,0.371743566,-0.263306698,0.192594674,-0.034220493,-0.086949511,-0.562381096,-0.142384794,-0.418407547,-0.379747264,-0.005603278,-0.30304009,-1.24844861,0.4
Brandon Rush,0.619448796,-0.263306698,0.451376334,0.084486742,-0.056824638,-0.555837943,-0.115649124,-0.408961111,-0.36569837,0.02930203,-0.268908154,-1.080681142,1.2
Brandon Rush,0.867154025,-0.263306698,0.710157995,0.343484345,0.060451162,-0.521486389,-3.54E-05,-0.364090539,-0.309502794,0.09620387,-0.166512346,-0.577378738,0.3
Brandon Williams,-1.114487814,-0.263306698,-1.10131363,-1.185320952,-0.98380368,-0.794663031,-0.818002388,-0.694715802,-0.854599878,-0.590267184,-0.815019129,-1.164564876,0
Brandon Williams,-0.866782584,-0.263306698,-0.842531969,-1.174529385,-0.983359032,-0.793027243,-0.818002388,-0.694715802,-0.854599878,-0.590267184,-0.815019129,-1.206506743,0
Brendan Haywood,-1.114487814,1.350102067,-1.10131363,-0.994669939,-0.858635386,-0.567288461,-0.696607997,-0.674248524,-0.812453196,-0.334294926,-0.704090337,-0.074076334,1.9
Brendan Haywood,-0.866782584,1.350102067,-0.842531969,-0.703297635,-0.644092929,-0.253217112,-0.543419837,-0.651419637,-0.722540275,0.011849376,-0.541963642,0.135633001,1.4
Brendan Haywood,-0.619077354,1.350102067,-0.583750309,-0.426314087,-0.479128677,0.051039507,-0.398180118,-0.617569908,-0.632627354,0.302726941,-0.422501866,0.135633001,2
Brendan Haywood,-0.371372124,1.350102067,-0.324968648,-0.18170524,-0.271811742,0.381468739,-0.208862675,-0.572699336,-0.486518858,0.634327365,-0.251842186,0.177574868,1.9
Brendan Haywood,-0.123666894,1.350102067,-0.066186987,0.102472686,-0.062938542,0.708626393,-0.015932303,-0.536487998,-0.402225494,0.936840033,-0.08971549,0.387284203,1.3
Brendan Haywood,0.124038336,1.350102067,0.192594674,0.379456234,0.130483155,1.027605107,0.187836854,-0.499489456,-0.306693016,1.19281229,0.021213302,0.093691134,1.9
Brendan Haywood,0.619448796,1.350102067,0.710157995,0.688814483,0.397605189,1.495440554,0.429180465,-0.437300419,-0.208350758,1.623311086,0.200405966,-0.367669403,3
Brendan Haywood,0.867154025,1.350102067,0.968939656,0.96579803,0.659391452,1.950189694,0.7449504,-0.40345069,-0.13529651,2.082897639,0.456395486,0.093691134,2.1
Brendan Haywood,1.114859255,1.350102067,1.227721317,1.224795634,0.807347934,2.161206381,0.923429059,-0.388493832,-0.090340049,2.298147037,0.63558815,0.890586607,1.6
Brendan Haywood,1.362564485,1.350102067,1.486502977,1.419043836,0.934739466,2.388580952,1.057107406,-0.373536975,-0.022905359,2.455220922,0.772115894,0.303400469,0.4
Brendan Haywood,1.610269715,1.350102067,1.745284638,1.638472361,1.063909588,2.593054486,1.176334041,-0.350708088,0.022051102,2.597750929,0.80624783,-0.40961127,0.2
Brent Barry,-0.619077354,-0.263306698,-1.10131363,-0.933517727,-0.788381068,-0.73904623,-0.732014695,-0.51602072,-0.604529566,-0.535000446,-0.721156305,-0.241843802,0.9
Brent Barry,-0.371372124,-0.263306698,-0.842531969,-0.72128358,-0.666769955,-0.689972581,-0.674207842,-0.394791457,-0.461230849,-0.491368811,-0.644359449,-0.367669403,0.6
Brent Barry,0.124038336,-0.263306698,-0.324968648,-0.379550631,-0.357628725,-0.578738979,-0.495729183,-0.183033848,-0.163394298,-0.380835337,-0.51636469,-0.619320605,2.5
Brent Barry,0.371743566,-0.263306698,-0.066186987,-0.091775516,-0.0546014,-0.496949565,-0.263056599,0.046042228,0.126012917,-0.290663292,-0.30304009,0.177574868,1.2
Brent Barry,0.619448796,-0.263306698,0.192594674,0.149236142,0.14304445,-0.442968552,-0.134436351,0.223162904,0.350795219,-0.249940432,-0.200644282,0.303400469,3.3
Brent Barry,0.867154025,-0.263306698,0.451376334,0.440608446,0.48097661,-0.348092832,0.142313957,0.558511385,0.7638327,-0.142315733,0.08094419,0.638935405,2.5
Brent Barry,1.114859255,-0.263306698,0.710157995,0.710397616,0.75665811,-0.269574995,0.32512813,0.86079734,1.081337702,-0.098684099,0.29426879,1.184179676,0.7
Brent Barry,1.362564485,-0.263306698,0.968939656,0.922631763,0.957083007,-0.235223441,0.457361306,1.130020769,1.320168898,-0.052143688,0.353999678,0.093691134,2.7
Brent Barry,1.610269715,-0.263306698,1.227721317,1.214004067,1.150727028,-0.187785581,0.573697598,1.270142904,1.429750271,0.006031825,0.584390246,0.177574868,2.2
Brent Barry,1.857974945,-0.263306698,1.486502977,1.480196048,1.290679853,-0.140347721,0.667633734,1.366968874,1.539331643,0.084568767,0.772115894,0.806702873,2.6
Brent Barry,2.105680175,-0.263306698,1.745284638,1.749985218,1.471984904,-0.11253932,0.770963484,1.475602889,1.696679255,0.119474075,0.993973477,0.764761006,0.8
Brent Barry,2.353385405,-0.263306698,2.004066299,1.861498075,1.533568594,-0.092909861,0.802034667,1.518111851,1.744445494,0.128200402,1.062237349,0.177574868,1.1
Brent Price,-0.619077354,-1.607814002,-1.10131363,-0.973086805,-0.903878277,-0.755404112,-0.771756906,-0.575848148,-0.714110939,-0.590267184,-0.763821225,-0.661262472,0.2
Brent Price,-0.371372124,-1.607814002,-0.842531969,-0.739269524,-0.788825716,-0.704694676,-0.729124352,-0.408173908,-0.559573106,-0.584449632,-0.746755257,-0.870971807,1.8
Brent Price,0.371743566,-1.607814002,-0.324968648,-0.357967497,-0.518479987,-0.626176839,-0.578103948,-0.029529261,-0.292644122,-0.57281453,-0.55902961,-0.325727536,0.4
Brent Price,0.867154025,-1.607814002,0.192594674,0.044917663,-0.280815856,-0.536208484,-0.484167812,0.210567656,-0.053812925,-0.558270651,-0.482232754,-0.870971807,0.1
Brent Price,1.114859255,-1.607814002,0.451376334,0.19240241,-0.233683213,-0.523122177,-0.463212828,0.264884664,-0.006046686,-0.555361876,-0.47369977,-0.996797408,0
Brent Price,1.362564485,-1.607814002,0.710157995,0.213985543,-0.230348356,-0.521486389,-0.461045071,0.268820679,-0.000427129,-0.555361876,-0.47369977,-1.206506743,0.1
Brevin Knight,-1.114487814,-2.414518384,-1.10131363,-0.929920538,-0.72335136,-0.69160837,-0.691549897,-0.180672239,-0.32074191,-0.546635549,-0.405435898,2.861854356,1.5
Brevin Knight,-0.866782584,-2.414518384,-0.842531969,-0.789630169,-0.591513352,-0.665435757,-0.608452546,0.05706307,-0.124057395,-0.526274119,-0.277441138,1.435830878,2
Brevin Knight,-0.619077354,-2.414518384,-0.583750309,-0.555812889,-0.396535389,-0.603275803,-0.496451768,0.417602047,0.176588935,-0.465189831,-0.106781458,0.219516735,1.6
Brevin Knight,-0.371372124,-2.414518384,-0.324968648,-0.365161875,-0.234572508,-0.565652673,-0.391676847,0.662422182,0.460376592,-0.453554728,0.029746286,0.261458602,1.2
Brevin Knight,-0.123666894,-2.414518384,-0.066186987,-0.174510862,-0.106625167,-0.547659002,-0.320863452,0.90015749,0.682349115,-0.433193298,0.132142094,-0.074076334,0.7
Brevin Knight,0.124038336,-2.414518384,0.192594674,0.02333453,-0.003466928,-0.523122177,-0.273172799,1.083575791,0.876223851,-0.427375747,0.191872982,-0.451553137,1.2
Brevin Knight,0.371743566,-2.414518384,0.451376334,0.22477711,0.111807957,-0.500221142,-0.202359404,1.244165205,1.112245269,-0.424466972,0.29426879,-0.451553137,1.9
Brevin Knight,0.619448796,-2.414518384,0.710157995,0.46219158,0.327906681,-0.465869588,-0.09469414,1.709402182,1.480326289,-0.409923093,0.456395486,0.051749267,2.5
Brevin Knight,0.867154025,-2.414518384,0.968939656,0.710397616,0.589248296,-0.408616998,0.041151965,2.189596016,1.921461557,-0.398287991,0.669720086,0.596993538,1.1
Brevin Knight,1.114859255,-2.414518384,1.227721317,0.872271118,0.730757388,-0.385715962,0.114133116,2.422608106,2.109716736,-0.389561664,0.76358291,0.261458602,1.6
Brevin Knight,1.362564485,-2.414518384,1.486502977,1.138463099,0.916842401,-0.361179138,0.205901496,2.680810693,2.390694614,-0.357565132,0.900110654,-0.116018201,1.3
Brian Cardinal,-0.866782584,0.274496224,-1.10131363,-1.163737819,-0.985359946,-0.788119878,-0.815112046,-0.694715802,-0.851790099,-0.593175959,-0.806486145,-1.080681142,0
Brian Cardinal,-0.619077354,0.274496224,-0.842531969,-1.134960307,-0.980579985,-0.784848301,-0.812221703,-0.693141396,-0.84898032,-0.593175959,-0.806486145,-1.164564876,0
Brian Cardinal,-0.371372124,0.274496224,-0.583750309,-1.116974362,-0.978912556,-0.779940937,-0.810776532,-0.692354193,-0.84898032,-0.593175959,-0.806486145,-1.24844861,1.7
Brian Cardinal,0.371743566,0.274496224,0.192594674,-0.505452244,-0.593291943,-0.495313777,-0.505122796,-0.495553441,-0.351649476,-0.479733709,-0.396902914,0.051749267,0.3
Brian Cardinal,0.619448796,0.274496224,0.451376334,-0.404730953,-0.55849827,-0.474048529,-0.471883856,-0.471150148,-0.289834343,-0.476824933,-0.371303962,-0.82902994,0.2
Brian Cardinal,0.867154025,0.274496224,0.710157995,-0.271634963,-0.509587036,-0.431518034,-0.42130286,-0.453831682,-0.261736555,-0.471007382,-0.354237994,-1.038739275,0.7
Brian Cardinal,1.114859255,0.274496224,0.968939656,-0.041414871,-0.408540873,-0.367722291,-0.346876536,-0.394004253,-0.15777474,-0.433193298,-0.294507106,-0.870971807,0.1
Brian Cardinal,1.362564485,0.274496224,1.227721317,0.062903608,-0.378860647,-0.356271773,-0.330979652,-0.375111381,-0.132486731,-0.424466972,-0.285974122,-0.912913674,0.7
Brian Cardinal,1.610269715,0.274496224,1.486502977,0.264346188,-0.310162596,-0.339913891,-0.295572954,-0.343623261,-0.06505204,-0.404105542,-0.226243234,-0.912913674,0.3
Brian Cook,-0.866782584,0.543397685,-1.10131363,-1.09179404,-0.950232788,-0.750496748,-0.775369834,-0.681333351,-0.82650209,-0.5524531,-0.763821225,-0.661262472,0.5
Brian Cook,-0.619077354,0.543397685,-0.842531969,-0.832796437,-0.829399808,-0.647442086,-0.664814228,-0.653781246,-0.761877178,-0.476824933,-0.721156305,-0.745146206,1.5
Brian Cook,-0.123666894,0.543397685,-0.324968648,-0.307606852,-0.54560349,-0.403709633,-0.419135103,-0.544360028,-0.587670894,-0.30520717,-0.524897674,-0.283785669,0.7
Brian Cook,0.371743566,0.543397685,0.192594674,-0.016234549,-0.456673974,-0.346457044,-0.342541022,-0.519169532,-0.542714433,-0.261575535,-0.439567834,-0.82902994,0
Brian Cook,0.619448796,0.543397685,0.451376334,0.037723285,-0.45178285,-0.344821255,-0.336760337,-0.518382329,-0.542714433,-0.255757984,-0.439567834,-1.122623009,0.5
Brian Cook,0.867154025,0.543397685,0.710157995,0.181610843,-0.402093483,-0.313741278,-0.281121241,-0.506574284,-0.508997088,-0.223761452,-0.396902914,-1.038739275,0.3
Brian Evans,-0.866782584,0.274496224,-1.10131363,-1.167335008,-0.992807793,-0.799570396,-0.820892731,-0.69156699,-0.868648772,-0.593175959,-0.815019129,-1.164564876,0.8
Brian Evans,-0.619077354,0.274496224,-0.842531969,-0.908337404,-0.893540221,-0.71941677,-0.757305193,-0.648270825,-0.787165187,-0.555361876,-0.746755257,-0.870971807,0.1
Brian Grant,-1.114487814,0.543397685,-1.10131363,-0.929920538,-0.744916768,-0.462598011,-0.543419837,-0.619144314,-0.73377939,-0.261575535,-0.533430658,1.603598346,2.3
Brian Grant,-0.619077354,0.543397685,-0.583750309,-0.563007267,-0.410875273,-0.096181438,-0.208862675,-0.497127847,-0.568002442,0.110747748,-0.277441138,0.0098074,3
Brian Grant,-0.371372124,0.543397685,-0.324968648,-0.343578742,-0.197333273,0.226068852,0.049822993,-0.429428389,-0.444372176,0.241642652,-0.021451618,0.303400469,2.5
Brian Grant,-0.123666894,0.543397685,-0.066186987,-0.170913673,-0.027811383,0.509060224,0.264430934,-0.376685787,-0.385366821,0.340541025,0.191872982,1.058354075,2
Brian Grant,0.124038336,0.543397685,0.192594674,0.05570923,0.119144642,0.706990605,0.425567537,-0.326304795,-0.2954539,0.421986743,0.362532662,0.638935405,5
Brian Grant,0.371743566,0.543397685,0.451376334,0.350678723,0.427174253,1.061956661,0.787582954,-0.246797291,-0.126867174,0.628509814,0.789181862,1.68748208,3.7
Brian Grant,0.619448796,0.543397685,0.710157995,0.609676326,0.677955488,1.336769091,1.081675319,-0.138950479,0.008002208,0.718681859,1.104902269,2.400493819,4.1
Brian Grant,0.867154025,0.543397685,0.968939656,0.904645819,0.971534053,1.730994065,1.512336374,-0.057081366,0.185018271,0.855394315,1.454754613,2.023017016,2.8
Brian Grant,1.114859255,0.543397685,1.227721317,1.178032178,1.227539897,2.015621225,1.765241356,-0.002764359,0.328316989,0.957201462,1.693678165,1.645540213,0.4
Brian Grant,1.362564485,0.543397685,1.486502977,1.426238214,1.35381981,2.180835841,1.877964719,0.024000543,0.392941901,1.024103302,1.727810101,0.093691134,0.3
Brian Howard,-0.619077354,-0.263306698,-1.10131363,-1.120571551,-0.964016863,-0.773397783,-0.801382918,-0.686056569,-0.840550984,-0.575723305,-0.806486145,-1.080681142,0.5
Brian Oliver,-1.114487814,-0.801109619,-1.10131363,-0.95510086,-0.910436829,-0.771761995,-0.78115052,-0.627803547,-0.775926072,-0.587358408,-0.772354209,-0.745146206,0.2
Brian Oliver,-0.123666894,-0.801109619,-0.583750309,-0.811213303,-0.874753861,-0.755404112,-0.763808464,-0.608910674,-0.747828284,-0.581540857,-0.755288241,-1.164564876,0
Brian Quinnett,-0.866782584,0.274496224,-1.10131363,-1.106182796,-0.977912099,-0.78648409,-0.812221703,-0.688418178,-0.863029214,-0.587358408,-0.815019129,-1.164564876,0.8
Brian Quinnett,-0.619077354,0.274496224,-0.842531969,-0.861573948,-0.865527424,-0.680157852,-0.75441485,-0.646696419,-0.801214081,-0.549544324,-0.746755257,-0.870971807,0.4
Brian Roberts,0.124038336,-1.607814002,-1.10131363,-0.937114916,-0.852187996,-0.773397783,-0.768143978,-0.524679953,-0.767496736,-0.590267184,-0.806486145,-1.080681142,0.2
Brian Roberts,0.371743566,-1.607814002,-0.842531969,-0.678117312,-0.666881117,-0.745589383,-0.682156284,-0.340474449,-0.646676248,-0.569905754,-0.789420177,-1.080681142,1.2
Brian Roberts,0.867154025,-1.607814002,-0.324968648,-0.235663074,-0.466789706,-0.714509406,-0.587497562,-0.170438599,-0.52585576,-0.546635549,-0.661425417,-0.619320605,0.3
