Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS,OWS_Next
Tracy McGrady,-1.609898273,0.274496224,-0.583750309,-0.527035377,-0.47168083,-0.3615327,-0.341063686,-0.402265978,-0.391150131,-0.31529479,-0.29435325,-0.125625627,-0.323943186,-0.434346684,-0.256345485,0.549824245,8.3
Amar'e Stoudemire,-0.123666894,0.812299146,0.451376334,0.343484345,0.651165472,1.224700021,1.033399912,-0.487873787,-0.474006507,1.745233133,1.770256892,1.076678755,-0.228691622,0.849135092,1.556253557,2.949369704,8.2
Anfernee Hardaway,-1.114487814,0.005594763,-1.10131363,-0.92272616,-0.664213232,-0.556010913,-0.580169681,-0.369339897,-0.33510023,-0.537440828,-0.544287713,-0.487134835,-0.268838975,-0.456640412,-0.425221172,1.053728791,8.2
Antawn Jamison,-0.371372124,0.274496224,-0.324968648,-0.304009663,0.005648347,0.301720359,0.369920364,-0.089468214,-0.036573583,0.130971919,0.216876334,0.497609706,-0.343623261,-0.060130534,0.092664268,1.869574247,8.2
Brad Daugherty,-0.371372124,1.350102067,-0.066186987,0.05570923,0.429842139,0.692577224,0.606492785,-0.530677691,-0.550770502,0.87935724,0.962135461,0.383104527,0.330222513,0.775884271,0.33471942,0.8377697,8.2
Carmelo Anthony,0.371743566,0.274496224,1.227721317,1.347100058,1.874835611,2.737449118,2.890825949,1.731344029,1.949542482,3.630018857,3.393316148,1.431644811,1.019812347,2.436767016,2.051622239,1.917565157,8.2
Gary Payton,-0.371372124,-0.801109619,-0.324968648,-0.041414871,0.136930545,0.181992729,0.180535748,-0.44836249,-0.411864225,-0.300485054,-0.24891062,-0.096181438,0.819862784,0.153252293,0.036372373,1.485646974,8.2
Gary Payton,0.124038336,-0.801109619,0.192594674,0.544926925,0.823577571,0.900991986,0.842431813,0.10479566,0.235146591,0.171451864,0.246414044,0.250605677,1.757421565,0.887352911,0.830088102,2.613433339,8.2
Jimmy Butler,-0.619077354,0.274496224,-0.583750309,-0.530632566,-0.434219271,-0.570580942,-0.572885657,-0.171783415,-0.129177767,-0.295548475,-0.319346696,-0.398802269,-0.457767697,-0.638175056,-0.228199537,0.861765155,8.2
John Stockton,2.601090634,-1.607814002,2.780411281,3.307568027,3.505580611,2.492292544,2.198527003,1.869633566,1.767989541,3.218308198,2.924499685,0.510696012,10.15845206,4.892261927,6.11589711,2.205510612,8.2
Kawhi Leonard,-0.866782584,0.005594763,-0.324968648,-0.311204041,-0.187884512,-0.246239427,-0.315727952,0.262840845,0.237583543,-0.310358211,-0.345854896,-0.26466763,-0.337325637,-0.470972095,0.154585354,1.14971061,8.2
Kevin McHale,0.619448796,0.812299146,0.451376334,0.767952639,0.891386327,1.588950746,1.293091191,-0.530677691,-0.543459646,1.129148119,1.109824007,1.515070013,-0.009061983,0.764737407,1.77579195,3.549256068,8.2
Kevin McHale,0.867154025,0.812299146,0.710157995,0.998172731,1.157063256,1.937364483,1.581601868,-0.530677691,-0.543459646,1.470759361,1.438525695,1.775160349,0.125549731,0.989267097,2.237385495,3.789210614,8.2
Larry Nance,1.114859255,0.812299146,1.227721317,1.40465508,1.685749228,2.396637136,2.079132354,-0.507629435,-0.508123838,1.600097721,1.659679826,2.184107417,0.789949069,1.43354925,2.119172514,1.533637883,8.2
Patrick Ewing,-0.123666894,1.350102067,-0.324968648,-0.228468696,0.047667544,0.609591406,0.498499217,-0.533970299,-0.537367265,0.429141269,0.478928832,0.407641351,-0.288519051,0.597534446,-0.06495304,1.533637883,8.2
Rashard Lewis,-0.371372124,0.812299146,0.451376334,0.505357847,0.74554192,0.471492871,0.477280539,1.705003165,1.583999648,0.345219432,0.302459953,0.535232836,-0.127142434,0.23287275,1.094660012,2.133524248,8.2
Anthony Mason,0.619448796,0.005594763,0.451376334,0.289526511,0.408499055,0.08887124,0.022504104,-0.533970299,-0.560518311,0.194160126,0.302459953,0.868933644,0.119252107,0.17713843,0.323461041,1.749596974,8.1
Blake Griffin,-0.866782584,0.812299146,-0.583750309,-0.397536576,-0.098732672,0.306154716,0.210621933,-0.487873787,-0.480098888,0.17935039,0.409250133,0.301315113,-0.050783742,-0.033059578,0.481078349,2.445465157,8.1
Chris Mullin,0.124038336,-0.263306698,0.192594674,0.36147029,0.672397393,1.2532066,1.087555044,0.150892172,0.233928114,1.400659944,1.105279744,0.118106826,0.656124558,0.933532777,1.415523818,3.693228796,8.1
Corey Maggette,-0.866782584,-0.263306698,-0.324968648,-0.235663074,-0.293488312,-0.276646444,-0.272657203,-0.115809079,-0.096278912,0.153680181,0.118417303,-0.241766594,-0.399514675,-0.114272445,-0.06495304,0.741787882,8.1
Dwyane Wade,0.371743566,-0.801109619,0.451376334,0.476580335,0.970088948,1.647864342,1.612004749,0.276011277,0.473967909,2.531136452,2.501883229,0.170452051,1.763719189,1.863499721,1.927780069,3.741219705,8.1
Grant Hill,-0.123666894,0.274496224,-0.066186987,0.080889553,0.582578582,0.847146227,0.902287486,-0.461532922,-0.415519654,1.267372321,1.33855191,0.070668966,1.141041611,0.978120233,0.942671894,1.557633338,8.1
John Stockton,2.353385405,-1.607814002,2.52162962,3.012598534,3.235234882,2.289579097,2.007242208,1.728051421,1.620553931,3.000111423,2.729853755,0.43708554,9.605048344,4.607220689,5.654303565,1.773592429,8.1
John Stockton,2.848795864,-1.607814002,3.039192942,3.602537519,3.772035673,2.661431576,2.362892581,2.070482656,1.928828388,3.442428868,3.135050536,0.599028579,10.7197278,5.215520985,6.577490655,3.165328795,8.1
Magic Johnson,-1.362193043,0.543397685,-0.842531969,-0.807616114,-0.536265891,-0.336826998,-0.395535516,-0.501044219,-0.50446841,-0.24124611,-0.273904066,-0.364450715,-0.004338765,-0.208224585,-0.076211419,1.629619701,8.1
Reggie Miller,1.610269715,0.005594763,1.745284638,2.134884434,2.567374217,1.868948695,1.728232431,5.070048576,4.585106314,3.803786425,3.207758744,0.368382432,1.566918438,1.970191134,4.984430006,2.87738334,8.1
Reggie Miller,1.857974945,0.005594763,2.004066299,2.426256738,2.899414798,2.059626031,1.929968217,5.613328902,5.077370663,4.172055191,3.515253871,0.450171846,1.7141254,2.175611915,5.434765172,2.589437885,8.1
Tracy McGrady,-1.362193043,0.274496224,-0.324968648,-0.250051829,-0.12852406,0.100273871,0.152349744,-0.208002104,-0.188883097,0.109250973,0.150227144,0.188445722,-0.046847727,-0.119049672,0.210877249,2.109528793,8.1
Antawn Jamison,-0.123666894,0.274496224,-0.066186987,-0.009040171,0.364256621,0.698278539,0.769591576,0.124551308,0.218087925,0.501215317,0.576630486,0.81658842,-0.220819592,0.221725886,0.554257813,2.541446976,8
Chris Paul,0.867154025,-1.876715462,1.486502977,1.562931394,2.082597193,1.842976034,1.805823118,2.340476515,2.349202647,2.572603713,2.18151269,0.062490025,5.354939308,2.067328093,5.372844087,4.533069706,8
Clyde Drexler,1.114859255,0.005594763,1.486502977,1.753582407,2.120725723,3.085229376,3.067226001,0.70734293,1.010097398,2.766117595,2.665476696,2.704288089,3.022456798,2.760026073,2.957921761,1.053728791,8
Jose Calderon,-0.371372124,-1.07001108,-0.842531969,-0.710492013,-0.654653309,-0.616824947,-0.645409197,-0.428606842,-0.419175082,-0.586806615,-0.616238543,-0.717780982,-0.165715381,-0.585625554,-0.363300087,0.405851518,8
Karl Malone,0.867154025,0.543397685,0.968939656,1.422641025,2.064477804,3.579343402,3.325333796,-0.402265978,-0.37287299,4.113803563,4.424106464,2.704288089,1.02296116,2.893788442,2.744012557,3.501265159,8
Kenny Anderson,-0.371372124,-1.876715462,-0.066186987,0.012542963,0.25276124,0.200997115,0.354402226,0.252963021,0.314347538,0.412356901,0.345630452,-0.287568666,1.421285881,0.490843033,0.289685903,1.845578793,8
Kevin Durant,0.124038336,0.543397685,0.968939656,1.088102454,1.691640809,2.174285824,2.05284653,3.229480685,3.10343936,3.761331848,3.153227588,0.039588989,1.163083295,2.395364378,3.695345594,2.781401522,8
Kevin Martin,-0.123666894,0.005594763,0.192594674,0.059306419,0.221413586,0.020455452,0.038338938,1.079407638,1.008878922,1.157780275,0.941686277,-0.372629656,-0.169651396,0.048153289,0.886379998,1.125715155,8
Larry Bird,-0.123666894,0.543397685,-0.324968648,-0.066595194,0.345581422,0.900991986,0.879802021,-0.168490807,-0.141362528,0.467646582,0.331240286,0.507424436,0.661634979,0.744036088,0.796312965,2.87738334,8
LeBron James,-1.362193043,0.274496224,-0.583750309,-0.361564686,0.09791272,0.416380152,0.430092733,0.447226895,0.538547143,0.62759173,0.652368202,-0.335006526,0.533320889,0.344341391,0.717504311,4.437087888,8
Mark Price,-0.866782584,-1.876715462,-0.842531969,-0.688908879,-0.572171183,-0.485061206,-0.493078094,-0.221172536,-0.297327471,-0.467341412,-0.517022135,-0.658892604,-0.16020496,-0.46141764,-0.32389576,0.5738197,8
Mike Bibby,-0.619077354,-1.607814002,-0.066186987,0.037723285,0.400940046,0.237738927,0.28346217,0.476860368,0.467875528,-0.008239599,-0.046690918,-0.439696975,1.163083295,0.51472917,0.306573472,0.957746973,8
Tracy McGrady,-0.866782584,0.274496224,0.192594674,0.2931237,0.523551616,0.903525904,0.99729649,0.700757714,0.701822942,1.087680859,1.120427287,0.631744345,0.591573912,0.492435442,1.409894628,4.34110607,8
Calvin Natt,0.124038336,-0.263306698,-0.066186987,0.170819276,0.455075889,0.839544473,0.706568936,-0.487873787,-0.487409744,0.616731257,0.619800984,0.770786348,-0.045273321,0.463772077,0.830088102,2.445465157,7.9
Chauncey Billups,1.114859255,-1.07001108,1.486502977,1.50897356,1.677967895,0.519637314,0.698651519,3.647641905,3.451923529,2.269497784,1.845237231,-0.166520334,2.580048708,1.495653207,3.188718533,3.76521516,7.9
Chris Bosh,-0.619077354,1.081200606,0.192594674,0.36147029,0.811349762,1.035923124,1.046701172,-0.395680762,-0.385057751,1.715613661,1.611965065,1.102851368,0.049978243,0.602311673,1.319827595,2.493456067,7.9
Clyde Drexler,0.124038336,0.005594763,0.451376334,0.76435545,1.052682236,1.891120478,1.84667699,-0.204709496,-0.063380057,1.435215995,1.386266671,1.627939404,1.750336738,1.559349573,1.612545453,3.093342431,7.9
Elton Brand,-0.866782584,0.274496224,-0.324968648,-0.149330539,0.265544858,0.541175618,0.534602638,-0.533970299,-0.556862883,0.537745999,0.635705904,1.344948032,-0.112185577,0.322047663,0.661212415,2.781401522,7.9
Giannis Antetokounmpo,-1.362193043,1.081200606,-0.583750309,-0.361564686,-0.192219826,-0.217732848,-0.252388616,-0.283732088,-0.232748237,-0.097098014,-0.068654856,-0.325191796,-0.1444609,-0.120642081,-0.273233054,0.765783336,7.9
Glen Rice,-0.123666894,0.005594763,-0.066186987,0.206791165,0.56190247,0.682441551,0.735705031,1.188063703,1.119760249,0.22772886,0.137351732,-0.086366708,-0.00827478,0.210579022,0.419157264,1.893569702,7.9
Kevin Garnett,-0.619077354,1.081200606,0.192594674,0.39384499,0.860927967,1.276645342,1.287707347,-0.303487737,-0.287579662,0.569340102,0.591778029,1.153560804,0.6671454,0.845950273,0.824458913,2.373478794,7.9
Kyle Lowry,0.371743566,-1.876715462,0.968939656,0.854285174,0.886272879,0.16868966,0.238491241,1.876218782,2.00315543,0.980063444,0.907604305,0.006873224,1.831418648,0.963788551,1.195985425,2.469460612,7.9
Scottie Pippen,0.867154025,0.274496224,0.968939656,1.325516924,1.791908838,2.029852493,1.941369298,0.895021588,1.102701583,1.29995374,1.527138823,1.577229967,2.233679385,2.341222467,1.376119491,2.133524248,7.9
Terry Porter,-0.371372124,-1.07001108,-0.324968648,-0.059400816,0.114587004,0.078735567,0.039922422,-0.109223863,-0.087749579,0.159604075,0.066915656,-0.384080174,1.281950949,0.436701122,0.385382126,2.349483339,7.9
Tim Hardaway,0.619448796,-1.876715462,0.192594674,0.401039368,0.854147092,0.833843157,0.859533434,1.622687964,1.683914689,0.749031564,0.725076409,-0.202507676,2.613898437,1.412847931,1.134064339,1.41366061,7.9
Tim Hardaway,0.867154025,-1.876715462,0.451376334,0.692411671,1.202750794,1.069497539,1.110990599,2.291087395,2.402815596,1.036340441,1.000761696,-0.12235405,3.161004527,1.779102036,1.578770315,2.253501521,7.9
Chauncey Billups,1.362564485,-1.07001108,1.745284638,1.793151485,1.987998421,0.676740236,0.883285685,4.181044407,3.935658546,2.682195758,2.19211597,-0.114175109,2.97837343,1.777509627,3.633424509,3.573251523,7.8
Damian Lillard,-1.114487814,-1.07001108,-1.10131363,-0.92272616,-0.647316624,-0.613657549,-0.618173283,0.075162187,0.049938221,-0.511770619,-0.551104107,-0.732503077,-0.279072614,-0.534668461,-0.352041708,1.677610611,7.8
Damian Lillard,-0.619077354,-1.07001108,-0.583750309,-0.332787175,0.004314405,-0.151850978,-0.131093786,1.438301914,1.421942325,0.194160126,0.072974674,-0.595096862,0.479791085,0.126181337,0.497965918,2.853387885,7.8
David Robinson,1.114859255,1.619003528,0.710157995,0.807521717,1.374273598,2.360528803,2.170657695,-0.454947706,-0.450855461,3.33579877,3.438001401,2.373858857,0.661634979,1.680372669,3.109909879,2.013546975,7.8
Dirk Nowitzki,1.114859255,1.350102067,1.745284638,2.091718167,2.750235534,3.091564171,3.109980053,3.189969388,3.064448125,4.437643121,3.775034237,1.078314544,1.243378002,1.892163086,5.378473276,3.045351522,7.8
Hakeem Olajuwon,0.619448796,1.350102067,0.710157995,0.919034574,1.425296908,2.55057266,2.437632998,-0.527385083,-0.52640098,2.027605431,2.311024185,3.275178196,0.327860904,2.027517864,1.280423268,0.933751519,7.8
Jeff Hornacek,0.124038336,-1.07001108,-0.066186987,0.174416465,0.256985392,0.277648137,0.200487639,-0.017030838,-0.043884439,-0.022062019,-0.105008959,-0.233587653,0.96549534,0.153252293,0.565516192,2.277496975,7.8
Jeff Hornacek,1.114859255,-1.07001108,0.968939656,1.329114113,1.530233737,1.43818262,1.326344342,1.099163286,1.010097398,1.037327757,0.820505932,0.262056194,2.323420527,1.280677972,1.950296827,2.181515157,7.8
Jim Paxson,-0.619077354,-0.263306698,-0.583750309,-0.379550631,-0.251580278,0.055930305,-0.004415114,-0.497751611,-0.456947842,-0.319244053,-0.32086145,-0.516579024,-0.131078449,-0.335617317,-0.05369466,1.917565157,7.8
Joe Dumars,0.371743566,-1.07001108,0.451376334,0.757161072,1.040676752,1.158184672,1.21201684,-0.148735159,-0.190101573,1.160742223,0.962892838,-0.091274073,1.432306723,0.998821552,1.077772443,2.229506066,7.8
Kevin McHale,1.114859255,0.812299146,0.968939656,1.278753468,1.476764866,2.356094447,1.963854762,-0.530677691,-0.538585741,1.901229018,1.842207722,2.139941134,0.260948649,1.301379291,2.693349851,3.14133334,7.8
Kiki Vandeweghe,-1.114487814,0.274496224,-1.10131363,-1.034239017,-0.846407578,-0.701711203,-0.698930937,-0.533970299,-0.554425931,-0.650982137,-0.673799207,-0.660528392,-0.623080329,-0.784676698,-0.599726049,-0.433989393,7.8
Magic Johnson,0.124038336,0.543397685,0.710157995,0.821910473,1.323250289,1.652932178,1.402034849,-0.379217721,-0.26321014,1.957506015,1.771014269,1.045598778,4.16704997,2.611932022,2.974809329,4.29311516,7.8
Nikola Jokic,-1.362193043,0.812299146,-0.842531969,-0.667325746,-0.580174839,-0.385604922,-0.476926563,-0.293609913,-0.29123509,-0.441671203,-0.477638523,-0.158341392,-0.265690163,-0.483711368,0.047630752,2.157519702,7.8
Charles Barkley,-1.114487814,-0.263306698,-0.842531969,-0.634951045,-0.410319464,-0.210764574,-0.314777862,-0.474703354,-0.464258698,-0.099072645,-0.053507312,0.212982546,-0.329453607,-0.031467169,-0.098728177,1.533637883,7.7
Jason Terry,0.371743566,-1.338912541,0.451376334,0.807521717,1.139610838,0.624161435,0.696751339,2.501814309,2.395504739,0.689792621,0.548607531,-0.374265444,1.636979505,1.205834742,1.364861112,2.493456067,7.7
Mike James,0.619448796,-1.338912541,-0.324968648,-0.325592797,-0.343955812,-0.495196879,-0.471859416,0.391252559,0.39842239,-0.463392149,-0.475366391,-0.652349451,-0.014572404,-0.362688272,-0.312637381,0.621810609,7.7
Nikola Jokic,-1.609898273,0.812299146,-1.10131363,-0.929920538,-0.806722781,-0.670037227,-0.70336469,-0.441777274,-0.46060327,-0.62728656,-0.650320515,-0.505128506,-0.548296043,-0.756013333,-0.385816845,1.389665156,7.7
Russell Westbrook,-0.866782584,-1.07001108,-0.324968648,-0.095372705,0.185508293,0.394208369,0.520034591,-0.026908662,0.085274029,0.75001888,0.640250167,0.078847908,0.971005761,0.825248955,0.171472922,2.061537884,7.7
Steve Smith,0.619448796,0.005594763,0.710157995,0.681620105,1.079583415,0.705880294,0.755340225,1.886096606,2.070171617,1.260461111,1.084073184,0.497609706,0.99698346,1.052963463,1.533736799,1.893569702,7.7
Dale Ellis,-0.371372124,0.005594763,-0.583750309,-0.458688787,-0.61485735,-0.482527288,-0.469325842,-0.148735159,-0.184009192,-0.559161774,-0.561707387,-0.323556008,-0.579784163,-0.644544692,-0.470254689,-0.170039392,7.6
Isiah Thomas,-1.114487814,-1.607814002,-0.583750309,-0.372356253,-0.050821895,0.275747699,0.337933999,-0.287024696,-0.259554711,0.265246858,0.323666514,-0.367722291,0.966282543,0.562501445,-0.076211419,1.677610611,7.6
Jim Paxson,-0.371372124,-0.263306698,-0.324968648,-0.088178327,0.053003315,0.48542942,0.406657179,-0.484581179,-0.426485939,0.06383445,0.041164833,-0.405345422,0.050765446,-0.087201489,0.385382126,2.445465157,7.6
Kevin McHale,-0.123666894,0.812299146,-0.324968648,-0.037817682,-0.010136642,0.349864803,0.236274364,-0.530677691,-0.555644407,0.034214978,0.050253359,0.456714999,-0.418407547,-0.036244396,0.33471942,1.893569702,7.6
LaMarcus Aldridge,-0.619077354,1.081200606,-0.324968648,-0.14573335,0.108584262,0.400543164,0.399373155,-0.491166395,-0.498376029,0.011506716,0.00178122,0.491066553,-0.332602419,-0.294214679,0.351606989,2.013546975,7.6
Mark Price,-0.619077354,-1.876715462,-0.583750309,-0.419119709,-0.268921533,-0.208864135,-0.241304232,0.085040011,-0.040229011,-0.207677375,-0.295868004,-0.580374767,0.336520137,-0.1238269,0.126439406,2.493456067,7.6
Mark Price,0.371743566,-1.876715462,0.451376334,0.429816879,0.597585438,0.493031174,0.443710691,1.379034969,1.155096056,0.698678462,0.453935386,-0.336642314,1.886522858,0.87142882,1.471815714,2.805396976,7.6
Paul Pierce,-0.123666894,0.005594763,0.192594674,0.379456234,0.871710671,0.837644034,0.964676732,2.001337888,2.072608569,1.875558809,1.788433944,0.098477367,0.569532227,1.28386279,1.12280596,1.389665156,7.6
Ray Allen,-0.371372124,-0.532208158,-0.066186987,0.142041765,0.527664606,0.310589072,0.358202587,1.767562717,1.566940982,0.626604414,0.436515711,-0.040564636,0.425474077,0.544984944,1.201614614,4.149142433,7.6
Ray Allen,-0.123666894,-0.532208158,0.192594674,0.390247801,0.808348391,0.501266408,0.554554529,2.521569957,2.21029637,0.83788998,0.622073115,0.091934214,0.638806092,0.798177999,1.629433022,3.813206069,7.6
Reggie Miller,2.105680175,0.005594763,2.26284796,2.717629041,3.253020785,2.279443424,2.155456255,6.173072268,5.64274358,4.490958171,3.778821123,0.5123318,1.918798182,2.387402332,5.890729527,3.093342431,7.6
Richard Jefferson,-0.619077354,0.005594763,-0.324968648,-0.232065885,0.032660688,0.054029866,0.045306265,-0.21458732,-0.196193953,0.303752171,0.294886182,-0.158341392,-0.075974239,0.022674742,0.165843733,0.933751519,7.6
Carmelo Anthony,0.124038336,0.274496224,0.968939656,1.106088399,1.598931788,2.413107603,2.550377017,1.214404567,1.445093371,3.210409672,3.005539042,1.212449182,0.885200633,2.158095414,1.629433022,1.41366061,7.5
Chris Mullin,-0.619077354,-0.263306698,-0.583750309,-0.509049433,-0.354516192,-0.101806096,-0.142494867,-0.342999033,-0.33510023,-0.09117412,-0.183018807,-0.573831614,-0.180672239,-0.308546361,-0.05369466,1.173706064,7.5
Chris Paul,1.114859255,-1.876715462,1.745284638,1.782359919,2.296139193,2.001345915,1.958787615,2.748759912,2.717182433,2.801660961,2.378430752,0.127921556,5.798134601,2.301412238,5.817550063,3.333296977,7.5
DeMar DeRozan,-0.371372124,0.005594763,0.192594674,0.375859045,0.651498957,0.787599152,0.912738476,-0.020323446,0.14132393,1.173577327,1.0371158,-0.276118148,0.134208964,0.341156573,0.34034861,1.245692428,7.5
Detlef Schrempf,0.619448796,0.543397685,0.451376334,0.710397616,0.548785366,0.531673425,0.485197956,-0.194831672,-0.194975477,1.180488537,1.097705973,0.693904299,0.44200534,0.640529493,0.959559462,2.709415158,7.5
Detlef Schrempf,1.857974945,0.543397685,1.745284638,2.037760333,2.005450838,1.764424574,1.691178919,0.638198161,0.586067711,2.959631478,2.801804585,1.755530889,1.717274212,2.054588819,2.811562832,1.72560152,7.5
Dirk Nowitzki,0.619448796,1.350102067,1.227721317,1.50897356,2.073370756,2.216095472,2.216578714,2.821197288,2.709871576,3.429593764,2.918440668,0.803502113,0.916688754,1.404885886,4.483432134,4.197133342,7.5
Dominique Wilkins,0.371743566,0.005594763,0.192594674,0.505357847,0.962307616,2.101435679,2.228296491,-0.175076023,-0.065817009,2.007859117,1.88537822,1.469267941,0.205057235,1.154877649,1.207243804,2.925374249,7.5
James Worthy,0.124038336,0.543397685,0.451376334,0.767952639,0.998101746,1.779628082,1.471074726,-0.517507259,-0.463040222,0.751006196,0.759158382,0.957266211,0.518364032,1.006783598,1.39300706,2.133524248,7.5
Kevin Durant,0.371743566,0.543397685,1.227721317,1.311128168,1.921745931,2.449215936,2.27896796,3.614715825,3.483603908,4.093069933,3.444060418,0.103384732,1.399244197,2.615116841,4.14568076,3.789210614,7.5
LeBron James,0.619448796,0.274496224,1.486502977,1.81113743,2.699656872,3.707939745,3.387089649,3.206432428,3.497007145,4.534400063,4.660408139,0.883655739,3.860828001,3.529159694,5.947021423,5.684851526,7.5
Mark Price,-0.123666894,-1.876715462,-0.066186987,-0.098969894,0.095355997,0.054663346,0.022820801,0.644783377,0.480060289,0.146768971,0.007082861,-0.459326435,0.991473039,0.306123571,0.633066467,1.389665156,7.5
Mark Price,0.124038336,-1.876715462,0.192594674,0.160027709,0.333020128,0.268145944,0.22423989,0.977336789,0.798082555,0.413344217,0.222935352,-0.39716648,1.412626648,0.559316626,1.055255685,1.365669701,7.5
Mike Conley,0.371743566,-1.607814002,0.968939656,1.073713699,1.300906748,0.691310265,0.784793017,1.889389215,1.839879631,0.771739826,0.681148534,-0.361179138,2.119534949,1.119844648,1.156581098,1.245692428,7.5
Tom Chambers,0.619448796,0.812299146,0.710157995,1.062922132,1.397172949,2.066594305,2.146905444,-0.092760822,-0.036573583,2.474859456,2.346620911,1.454545847,0.4837271,1.957451861,1.038368116,1.341674246,7.5
Byron Scott,-0.371372124,-1.07001108,-0.324968648,-0.091775516,-0.014360794,0.302987318,0.245458568,-0.135564727,-0.192538525,-0.126717486,-0.19286471,-0.433153822,-0.015359607,-0.112680036,0.143326975,1.14971061,7.4
Dale Ellis,-0.123666894,0.005594763,-0.324968648,-0.163719295,-0.273256847,-0.039725103,-0.06395409,0.134429132,0.108425075,-0.179045219,-0.191349956,-0.017663601,-0.392429847,-0.265551314,-0.042436281,1.341674246,7.4
David Lee,-0.371372124,0.543397685,-0.324968648,-0.185302428,-0.10562471,-0.061263407,-0.171947658,-0.533970299,-0.556862883,-0.13264138,-0.140605686,0.5123318,-0.36960096,-0.300584315,0.391011316,1.98955152,7.4
DeAndre Jordan,-0.371372124,1.081200606,0.192594674,0.339887156,0.182618084,0.001451066,-0.217235284,-0.533970299,-0.558081359,-0.267903635,0.128263206,1.070135602,-0.545147231,-0.103125581,0.188360491,1.221696974,7.4
Detlef Schrempf,0.124038336,0.543397685,-0.066186987,0.127653009,-0.033369478,-0.032123349,-0.035768085,-0.319950777,-0.330226326,0.384712061,0.355476355,0.072304755,-0.040550103,0.057707744,0.143326975,1.389665156,7.4
Jeff Hornacek,1.610269715,-1.07001108,1.486502977,1.919053098,2.106052353,1.868315215,1.743750569,1.6786623,1.519420414,1.582326038,1.287050263,0.461622364,2.875249836,1.69629676,2.800304452,2.853387885,7.4
Kyrie Irving,-0.866782584,-1.07001108,-0.066186987,-0.106164272,0.16772239,0.288417289,0.311964871,1.263793688,1.198961196,0.399521797,0.250958306,-0.426610669,0.638018889,0.433516303,0.700616742,2.013546975,7.4
LaMarcus Aldridge,1.114859255,1.081200606,1.486502977,1.638472361,2.065144776,3.00034312,3.049490987,-0.257391224,-0.205941762,1.92393728,1.789948698,2.60777658,0.49159913,1.057740691,2.366856855,1.41366061,7.4
Larry Nance,-0.123666894,0.812299146,-0.066186987,0.142041765,0.299560398,0.743889065,0.528585401,-0.527385083,-0.537367265,0.214893756,0.307004216,0.71189797,0.005107671,0.379374392,0.559887003,1.629619701,7.4
Orlando Woolridge,-0.619077354,0.543397685,-0.583750309,-0.473077543,-0.40364975,-0.129679195,-0.203617327,-0.530677691,-0.553207454,-0.123755539,-0.05956633,-0.2548529,-0.449895667,-0.201854948,-0.250716295,0.645806064,7.4
Ray Allen,1.362564485,-0.532208158,1.745284638,1.886678398,2.582603397,1.855645625,1.979056203,6.380506574,5.88400185,2.572603713,2.098201202,0.819859996,1.921946994,2.381032695,4.140051571,1.869574247,7.4
Russell Westbrook,-0.371372124,-1.07001108,0.192594674,0.365067478,0.660503071,0.93519988,1.093888978,0.516371664,0.711570751,1.443114521,1.297653543,0.350388761,1.699955746,1.541833073,0.773796207,1.797587884,7.4
Shareef Abdur-Rahim,-0.371372124,0.543397685,0.192594674,0.408233746,0.914508001,1.233568735,1.338695513,-0.201416888,-0.143799481,1.754118975,1.631656871,1.076678755,0.342030558,1.304564109,0.914525946,1.557633338,7.4
Stephon Marbury,-0.371372124,-1.338912541,0.451376334,0.588093192,1.134497391,1.101171515,1.231968731,1.438301914,1.753367827,1.513213937,1.46124701,-0.161612969,2.539114151,1.69629676,1.443669766,2.229506066,7.4
Steve Francis,-0.619077354,-1.07001108,-0.583750309,-0.447897221,-0.075277512,-0.112575248,-0.079155531,0.480152976,0.480060289,0.17935039,0.133564847,-0.07491619,0.393985957,0.339564163,0.306573472,2.205510612,7.4
Tim Hardaway,-0.866782584,-1.876715462,-1.10131363,-0.933517727,-0.703342219,-0.567413544,-0.581436468,-0.458240314,-0.46060327,-0.571009563,-0.585186079,-0.707966252,-0.154694539,-0.507597505,-0.532175774,0.141901517,7.4
Vince Carter,0.619448796,-0.263306698,0.710157995,0.721189183,1.250550409,1.673837002,1.867895668,2.057312224,1.954416386,1.768928711,1.679371632,0.757700042,1.000919475,1.127806693,1.860229794,1.821583338,7.4
Allen Iverson,-0.619077354,-1.876715462,-0.324968648,-0.232065885,0.227638652,0.461990678,0.574189723,0.69087989,0.838292267,0.77075251,0.851558395,-0.248309747,0.571893836,0.635752266,0.317831851,1.053728791,7.3
Alonzo Mourning,0.371743566,0.812299146,0.451376334,0.419025312,0.811016277,1.251306161,1.132209276,-0.46482553,-0.465477174,2.038465904,2.243617617,1.49871213,-0.17594902,1.438326478,0.937042704,1.125715155,7.3
Bill Laimbeer,-0.371372124,1.081200606,-0.583750309,-0.343578742,-0.203447177,-0.193027147,-0.215335104,-0.514214651,-0.531274884,-0.240258794,-0.267845049,0.477980247,-0.24128687,-0.238480359,-0.014290333,1.077724246,7.3
Charles Barkley,0.867154025,-0.263306698,1.227721317,1.483793237,2.104051439,2.909755548,2.255215709,0.549297744,1.004005018,3.844266369,4.038601489,4.307360598,1.630681881,3.164497998,4.489061324,2.87738334,7.3
