Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS,OWS_Next
Greivis Vasquez,-0.619077354,-0.263306698,-1.10131363,-0.965892427,-0.903767115,-0.802434447,-0.820225766,-0.451655098,-0.458166318,-0.745764447,-0.760897581,-0.781576725,-0.578209757,-0.810155244,-0.644759566,-0.817916666,1
Ian Clark,-0.619077354,-1.07001108,-0.583750309,-0.789630169,-0.89465184,-0.794199213,-0.810091472,-0.366047289,-0.386276227,-0.737865921,-0.756353318,-0.768490419,-0.625441938,-0.816524881,-0.633501186,-0.697939393,1
Ian Mahinmi,-0.866782584,1.081200606,-0.842531969,-1.102585607,-0.978467909,-0.820805353,-0.8455615,-0.533970299,-0.562955263,-0.739840552,-0.751809055,-0.779940937,-0.694715802,-0.894552929,-0.610984428,-0.649948484,1
J.J. Barea,-0.619077354,-1.876715462,-0.583750309,-0.656534179,-0.74914092,-0.680172899,-0.684362889,-0.26397644,-0.283924234,-0.666779189,-0.679100847,-0.724324135,-0.420769156,-0.676392875,-0.577209291,-0.481980302,1
J.R. Reid,-0.371372124,0.543397685,-0.066186987,0.098875497,0.080237979,0.086970801,0.124163739,-0.533970299,-0.541022693,0.039151556,0.09266648,0.278414077,-0.363303336,0.062484971,-0.549063343,-0.146043938,1
Jake Tsakalidis,-1.362193043,1.887904989,-1.10131363,-1.012655883,-0.894096031,-0.782796581,-0.798690391,-0.533970299,-0.562955263,-0.726018132,-0.725300854,-0.665435757,-0.682120554,-0.816524881,-0.656017945,-0.913898484,1
Jamal Crawford,2.353385405,-0.532208158,3.039192942,3.034181668,3.016245949,1.825872087,2.117135956,6.212583564,6.578533235,2.675284548,2.28300123,-0.086366708,2.549347791,2.712253799,1.668837349,-0.218030302,1
Jamal Mashburn,-0.866782584,0.274496224,-0.583750309,-0.580993211,-0.271811742,-0.114475687,-0.047802559,0.233207373,0.344809441,0.059885187,0.096453366,-0.375901233,-0.213734765,-0.069684989,-0.368929276,0.429846972,1
James Anderson,-0.866782584,-0.263306698,-0.583750309,-0.800421736,-0.855967501,-0.789131377,-0.801223965,-0.342999033,-0.35094042,-0.703309871,-0.719999214,-0.742317806,-0.617569908,-0.813340062,-0.605355239,-0.649948484,1
James Bailey,-0.371372124,0.543397685,-0.324968648,-0.134941783,-0.277036352,-0.079634313,-0.095307061,-0.530677691,-0.559299835,-0.101047277,-0.030785997,0.116471038,-0.493979035,0.086371108,-0.537804964,-0.57796212,1
James Jones,-0.371372124,0.274496224,-0.583750309,-0.656534179,-0.651651938,-0.723882986,-0.723316581,0.048821323,-0.008548632,-0.623337297,-0.654107401,-0.665435757,-0.607336268,-0.797415971,-0.44773793,0.045919699,1
James Jones,0.867154025,0.274496224,0.710157995,0.390247801,-0.05871439,-0.61302407,-0.576052624,1.280256728,1.107575487,-0.360711313,-0.419320481,-0.477320106,-0.48217099,-0.638175056,-0.008661144,0.069915153,1
James Posey,1.362564485,0.274496224,1.227721317,1.437029781,1.300573262,0.040726796,0.080776293,2.386573028,2.499075208,0.520961631,0.422125545,0.365110856,0.296372784,0.521098807,0.655583226,0.165896972,1
Jarrett Jack,-0.123666894,-1.07001108,-0.066186987,0.235568677,0.27210341,-0.101172617,-0.103224479,0.480152976,0.49224505,0.22081765,0.107814023,-0.570560037,0.641167701,0.374597165,0.109551837,0.861765155,1
Jarvis Hayes,-0.619077354,0.005594763,-0.583750309,-0.696103257,-0.541379338,-0.554110474,-0.516196951,-0.208002104,-0.196193953,-0.58088272,-0.607907394,-0.58691792,-0.521531141,-0.612696509,-0.622242807,-0.553966666,1
Jarvis Hayes,-0.371372124,0.005594763,-0.324968648,-0.404730953,-0.360630097,-0.45402071,-0.401236056,0.009310027,0.026787175,-0.510783304,-0.544287713,-0.518214813,-0.4585549,-0.523521597,-0.565950911,-0.457984847,1
Jason Kapono,-0.371372124,0.274496224,-0.324968648,-0.354370308,-0.515812102,-0.562979188,-0.537732326,0.223329549,0.047501269,-0.597667088,-0.630628709,-0.655621028,-0.545147231,-0.671615648,-0.385816845,0.093910608,1
Jason Smith,0.619448796,1.350102067,0.710157995,0.541329736,-0.056046504,-0.024521594,0.001285426,-0.422021626,-0.421612034,-0.304434317,-0.329949976,0.111563673,-0.391642644,-0.252812041,-0.402704414,-0.553966666,1
Jason Thompson,-0.123666894,1.081200606,-0.066186987,0.142041765,0.151159268,0.171223578,0.145699113,-0.530677691,-0.531274884,-0.020087387,0.076761559,0.736434794,-0.328666404,-0.041021624,-0.025548713,0.621810609,1
Jason Williams,1.114859255,-1.607814002,0.968939656,0.983783975,1.146502876,0.164255303,0.21188872,2.913390313,3.397092104,0.008544769,-0.049720426,-0.523122177,2.415523279,1.382592157,0.300944283,0.669801518,1
Jeff Ayres,-0.371372124,0.543397685,-0.583750309,-0.872365515,-0.901543878,-0.772660909,-0.796156818,-0.527385083,-0.558081359,-0.736878605,-0.756353318,-0.693244158,-0.681333351,-0.862704746,-0.571580101,-0.673943939,1
Jeff Grayer,-0.371372124,-0.532208158,-0.583750309,-0.627756667,-0.660433727,-0.552210036,-0.539949202,-0.530677691,-0.547115074,-0.565085669,-0.552618861,-0.442968552,-0.498702253,-0.623843373,-0.599726049,-0.601957575,1
Jeff Withey,-0.619077354,1.350102067,-0.842531969,-0.875962704,-0.894540678,-0.782796581,-0.805974415,-0.533970299,-0.561736787,-0.694424029,-0.701064785,-0.683429428,-0.6679509,-0.870666792,-0.543434153,-0.362003029,1
Joakim Noah,0.867154025,1.081200606,0.968939656,0.839896418,0.873489261,0.439185415,0.440227027,-0.533970299,-0.545896598,0.469621213,0.553909171,2.323149421,0.644316513,0.694671404,0.801942154,-0.194034847,1
Joe Barry Carroll,-0.371372124,1.350102067,-0.324968648,-0.07738676,0.2785508,0.794567427,0.774342026,-0.533970299,-0.554425931,0.405445691,0.466810797,0.734799006,-0.265690163,0.673970085,0.047630752,0.645806064,1
Joe Kleine,0.124038336,1.081200606,-0.324968648,-0.080983949,-0.304826825,-0.267144251,-0.232753421,-0.533970299,-0.559299835,-0.294561159,-0.332222108,0.16227311,-0.479022178,-0.271920951,-0.504029826,-0.409993938,1
Joe Smith,0.867154025,0.812299146,1.486502977,1.483793237,1.449530201,1.393839054,1.583185351,-0.44836249,-0.436233748,1.342408316,1.262814194,2.494907189,-0.044486118,0.8156945,1.010222169,0.525828791,1
John Bagley,-0.619077354,-1.876715462,-0.583750309,-0.408328142,-0.432107195,-0.371034893,-0.35499834,-0.517507259,-0.493502125,-0.43772194,-0.454159831,-0.604911591,0.245204588,-0.133381355,-0.594096859,-0.31401212,1
John Wallace,-1.114487814,0.274496224,-1.10131363,-0.973086805,-0.911881934,-0.770760471,-0.793306548,-0.527385083,-0.558081359,-0.701335239,-0.710910688,-0.717780982,-0.6679509,-0.800600789,-0.633501186,-0.721934848,1
Jon Sundvold,-0.866782584,-1.338912541,-0.842531969,-0.692506068,-0.728798293,-0.614924508,-0.609305776,-0.46482553,-0.471569555,-0.66875382,-0.695005768,-0.735774653,-0.346772073,-0.657283965,-0.639130376,-0.769925757,1
Jordan Farmar,-1.114487814,-1.338912541,-0.583750309,-0.429911276,-0.557831298,-0.613657549,-0.630207757,0.150892172,0.155945643,-0.655918716,-0.648048384,-0.665435757,-0.290093457,-0.494858232,-0.549063343,-0.433989393,1
Jud Buechler,-0.866782584,-0.263306698,-0.842531969,-0.850782381,-0.871641328,-0.769493512,-0.774304747,-0.530677691,-0.556862883,-0.725030817,-0.728330363,-0.67197891,-0.638824389,-0.859519928,-0.616613618,-0.673943939,1
Jud Buechler,0.371743566,-0.263306698,0.451376334,0.275137755,-0.476683115,-0.53320565,-0.524114368,-0.184953847,-0.215689571,-0.610502192,-0.59048772,-0.31210549,-0.421556359,-0.599957236,-0.436479551,-0.505975757,1
Justin Hamilton,-0.866782584,1.350102067,-1.10131363,-1.188918141,-0.991362689,-0.842977136,-0.863296514,-0.524092475,-0.551988978,-0.774396603,-0.79043529,-0.794663031,-0.697077411,-0.915254248,-0.633501186,-0.721934848,1
Juwan Howard,0.867154025,0.543397685,1.227721317,1.408252269,2.010897771,2.459351608,2.634618334,-0.514214651,-0.509342314,1.722524871,1.747535577,1.984541248,1.021386754,2.232938644,0.700616742,0.741787882,1
Juwan Howard,2.105680175,0.543397685,2.52162962,2.534172406,2.801147682,3.121337708,3.353836498,-0.514214651,-0.503249934,2.156943791,2.158033998,2.774626984,1.320523896,2.817352803,0.880750808,-0.793921212,1
Keith Askins,-0.123666894,0.005594763,-0.324968648,-0.48386911,-0.736690787,-0.729584302,-0.739151415,-0.346291641,-0.338755659,-0.704297186,-0.709395934,-0.470776953,-0.617569908,-0.736904423,-0.610984428,-0.697939393,1
Ken Norman,0.619448796,0.274496224,0.451376334,0.656439782,0.792896888,1.117641982,1.077104054,-0.224465144,-0.155984242,0.135908498,0.406978002,1.163375534,0.236545355,0.691486586,-0.177536831,0.021924244,1
Kenny Fields,-1.114487814,-0.532208158,-1.10131363,-1.034239017,-0.939894731,-0.793565733,-0.806291112,-0.533970299,-0.562955263,-0.752675657,-0.766956598,-0.734138865,-0.667163697,-0.870666792,-0.633501186,-0.721934848,1
Kenny Williams,-1.362193043,0.543397685,-1.10131363,-0.947906483,-0.940784026,-0.787864418,-0.811041562,-0.533970299,-0.559299835,-0.745764447,-0.756353318,-0.709602041,-0.672674118,-0.856335109,-0.616613618,-0.57796212,1
Kentavious Caldwell-Pope,-1.609898273,-0.532208158,-1.10131363,-0.929920538,-0.823397065,-0.768860032,-0.77968859,-0.339706425,-0.337537182,-0.732929342,-0.748022169,-0.73904623,-0.653781246,-0.877036428,-0.58283848,-0.290016665,1
Kevin Edwards,-0.371372124,-1.07001108,-0.583750309,-0.368759064,-0.270144314,-0.085335629,0.032638398,-0.392388154,-0.37896537,-0.331091841,-0.348127028,-0.405345422,-0.035039682,0.016305106,-0.914960665,-1.393807576,1
Kevin Gamble,0.867154025,-0.532208158,0.968939656,0.893854252,0.507433141,0.588053103,0.49438216,0.038943499,0.073089268,0.005582822,-0.051992558,-0.21722977,0.265671867,-0.02987476,0.554257813,-0.050062119,1
Kevin McKenna,0.124038336,-0.532208158,-0.324968648,-0.656534179,-0.763147318,-0.677638981,-0.660610638,-0.418729018,-0.432578319,-0.62728656,-0.65183527,-0.675250487,-0.532551983,-0.711425877,-0.656017945,-0.649948484,1
Kirk Hinrich,1.114859255,-0.801109619,0.968939656,1.062922132,1.323250289,0.404977521,0.559304979,2.541325605,2.444243783,0.406433007,0.3274534,-0.41679594,1.998305685,1.140545966,0.509224297,-0.242025756,1
Kurt Rambis,0.867154025,0.274496224,0.710157995,0.825507662,0.274771295,0.006518902,-0.084539374,-0.533970299,-0.555644407,-0.042795649,0.017686141,1.183004993,-0.229478825,0.325232481,-0.05369466,0.165896972,1
Lamar Odom,-1.114487814,0.812299146,-0.583750309,-0.566604455,-0.265475514,-0.260175976,-0.255872279,-0.023616054,0.047501269,-0.162260852,-0.113340108,-0.310469702,-0.004338765,0.06407738,-0.380187656,-0.074057574,1
Lance Thomas,-0.866782584,0.274496224,-1.10131363,-1.066613717,-0.929334351,-0.81066968,-0.827193093,-0.533970299,-0.561736787,-0.727992764,-0.747264792,-0.721052559,-0.687630975,-0.883406065,-0.599726049,-0.433989393,1
Larry Johnson,0.867154025,-0.263306698,0.968939656,1.091699643,1.621831138,1.585149869,1.523329678,0.50649384,0.583630759,1.372027788,1.364302733,1.986177036,1.011940317,1.20901956,1.78705033,0.453842427,1
Leon Wood,-1.114487814,-1.07001108,-1.10131363,-1.081002473,-0.969463795,-0.817637955,-0.833843723,-0.520799867,-0.52640098,-0.761561498,-0.77453037,-0.796298819,-0.661653276,-0.881813656,-0.656017945,-0.913898484,1
LeRon Ellis,-1.114487814,0.543397685,-1.10131363,-1.113377173,-0.98791667,-0.836008861,-0.850945344,-0.533970299,-0.562955263,-0.77044734,-0.77983201,-0.781576725,-0.696290208,-0.904107384,-0.661647134,-0.961889394,1
Lorenzen Wright,-0.123666894,1.081200606,0.192594674,0.160027709,0.065786933,0.014754136,0.063357976,-0.527385083,-0.545896598,-0.165222799,-0.070926987,0.760971618,-0.469575742,-0.171599174,-0.239457916,-0.505975757,1
Malik Rose,-0.866782584,0.005594763,-0.842531969,-0.832796437,-0.893317897,-0.77139395,-0.784755737,-0.530677691,-0.556862883,-0.703309871,-0.701064785,-0.621269474,-0.656930058,-0.786269107,-0.644759566,-0.793921212,1
Malik Rose,-0.619077354,0.005594763,-0.583750309,-0.663728557,-0.825731465,-0.712480355,-0.721416401,-0.530677691,-0.555644407,-0.606552929,-0.59048772,-0.474048529,-0.634101171,-0.697094194,-0.58846767,-0.625953029,1
Malik Rose,-0.123666894,0.005594763,-0.066186987,-0.192496806,-0.541157014,-0.502165154,-0.489277733,-0.517507259,-0.531274884,-0.352812787,-0.319346696,-0.101088803,-0.559316885,-0.421607411,-0.498400637,-0.385998484,1
Marc Jackson,0.124038336,0.812299146,-0.842531969,-0.904740215,-0.787602935,-0.661801993,-0.661560728,-0.517507259,-0.533711837,-0.562123722,-0.588215588,-0.528029542,-0.639611592,-0.725757559,-0.520917395,-0.266021211,1
Marco Belinelli,-1.114487814,-0.532208158,-0.842531969,-0.947906483,-0.874531537,-0.778362225,-0.791406368,-0.310072953,-0.353377372,-0.732929342,-0.748022169,-0.779940937,-0.615995502,-0.808562835,-0.616613618,-0.673943939,1
Marcus Camby,0.867154025,1.081200606,0.968939656,0.544926925,0.592360829,0.487963338,0.547270505,-0.514214651,-0.516653171,0.212919124,0.353204223,1.344948032,-0.157843351,0.212171431,0.160214543,0.141901517,1
Marcus Morris,0.124038336,0.543397685,0.192594674,0.278734944,0.2140769,-0.11004133,-0.085172768,1.194648919,1.237952432,-0.175095956,-0.148179457,-0.130532991,-0.187757066,-0.163637128,-0.126874125,0.26187879,1
Marcus Thornton,-0.371372124,-0.801109619,-0.324968648,-0.250051829,-0.20422531,-0.226601562,-0.225469398,0.957581141,0.950392069,-0.245195373,-0.301927021,-0.364450715,-0.352282494,-0.410460547,0.025113994,0.861765155,1
Marcus Thornton,0.124038336,-0.801109619,0.192594674,0.181610843,0.069455275,-0.081534751,-0.05920364,1.49427625,1.509672605,-0.110920434,-0.174687658,-0.233587653,-0.263328554,-0.260774087,0.115181027,-0.385998484,1
Mark Acres,-0.123666894,1.081200606,-0.842531969,-0.710492013,-0.801164686,-0.744154331,-0.766704026,-0.530677691,-0.561736787,-0.683563556,-0.673799207,-0.532936907,-0.649058028,-0.79900838,-0.554692532,-0.409993938,1
Mark Bryant,-0.619077354,0.543397685,-0.842531969,-0.807616114,-0.847630358,-0.726416904,-0.740101505,-0.533970299,-0.562955263,-0.712195712,-0.704094294,-0.606547379,-0.660866073,-0.816524881,-0.605355239,-0.625953029,1
Mark Bryant,1.610269715,0.543397685,1.486502977,1.149254666,0.263432782,0.119911736,0.092494071,-0.530677691,-0.54833355,-0.042795649,0.027532044,0.764243195,-0.371962569,-0.036244396,-0.036807092,-0.409993938,1
Marlon Maxey,-0.866782584,0.274496224,-1.10131363,-1.063016528,-0.94156216,-0.787864418,-0.813575135,-0.533970299,-0.561736787,-0.734903974,-0.741205775,-0.693244158,-0.687630975,-0.861112337,-0.610984428,-0.529971211,1
Marreese Speights,-0.866782584,0.812299146,-0.583750309,-0.480271921,-0.664435556,-0.463522903,-0.480410226,-0.524092475,-0.542241169,-0.517694514,-0.529140169,-0.356271773,-0.621505923,-0.703463831,-0.397075224,-0.31401212,1
Matt Barnes,-0.123666894,0.005594763,-0.324968648,-0.45149441,-0.567724707,-0.622526263,-0.639708657,-0.152027767,-0.148673385,-0.581870036,-0.575340176,-0.40698121,-0.469575742,-0.564924235,-0.492771447,-0.194034847,1
Matt Geiger,-0.619077354,1.350102067,-0.842531969,-0.78603298,-0.804499543,-0.671304186,-0.712232197,-0.530677691,-0.551988978,-0.603590982,-0.61169428,-0.531301119,-0.660866073,-0.767160197,-0.430850362,0.117906063,1
Maurice Cheeks,1.857974945,-1.607814002,1.745284638,2.120495678,2.428866496,1.939898401,1.750401199,-0.372632505,-0.324133945,1.373015104,1.27190272,0.206439393,4.552779444,2.272748873,2.620170386,0.909756064,1
Maurice Evans,1.114859255,-0.532208158,0.451376334,0.454997202,0.003980919,-0.306419981,-0.317311435,0.631612945,0.606781805,-0.383419575,-0.401143429,0.015052165,-0.408961111,-0.547407734,0.092664268,0.285874245,1
Michael Cage,1.857974945,0.543397685,1.745284638,2.232008535,2.004895029,1.177822537,1.087871741,-0.533970299,-0.533711837,0.802346614,1.020453502,4.052177627,0.068871115,0.857097138,1.325456785,0.717792427,1
Michael Jordan,-1.362193043,-0.263306698,-1.10131363,-0.92272616,-0.649873347,-0.322256969,-0.368616298,-0.504336827,-0.499594506,-0.157324273,-0.229218814,-0.528029542,-0.318432765,-0.458232821,-0.05932385,4.173137887,1
Mickael Gelabale,-0.619077354,0.005594763,-0.842531969,-0.825602059,-0.809946476,-0.742887372,-0.760053396,-0.445069882,-0.46060327,-0.700347923,-0.71848446,-0.678522064,-0.627016344,-0.800600789,-0.58846767,-0.553966666,1
Mickael Pietrus,-0.371372124,-0.263306698,-0.066186987,-0.102567083,-0.27459079,-0.455287669,-0.47914344,0.509786448,0.532454762,-0.303447001,-0.242851603,-0.279389724,-0.489255817,-0.343579363,-0.357670897,0.045919699,1
Milt Palacio,-0.371372124,-1.07001108,-0.066186987,-0.070192383,-0.38664198,-0.542707843,-0.511129804,-0.412143802,-0.389931655,-0.51868183,-0.523081152,-0.611454744,-0.126355231,-0.313323589,-0.740455788,-1.345816667,1
Mo Williams,0.867154025,-1.607814002,1.227721317,1.066519321,1.147169847,0.700178978,0.804111514,2.284502179,2.137187803,0.488380212,0.324423891,-0.249945536,1.780250452,1.420809977,0.633066467,0.045919699,1
Nate McMillan,0.867154025,-0.532208158,0.968939656,1.249975956,1.015331839,0.065432498,0.099461398,0.15418478,0.205903164,-0.068465858,0.047981227,0.589213849,2.846123324,1.255199425,0.295315093,-0.026066665,1
Nick Collison,1.610269715,0.812299146,1.227721317,1.480196048,0.845921112,0.435384538,0.306264331,-0.517507259,-0.516653171,0.046062766,0.073732051,1.802968749,-0.082271863,0.30771598,0.773796207,0.477837881,1
Omri Casspi,-0.619077354,0.543397685,-0.324968648,-0.296815285,-0.390532646,-0.524336937,-0.519680615,0.272718669,0.282667159,-0.501897462,-0.47309426,-0.421703304,-0.49004302,-0.520336778,-0.475883878,-0.601957575,1
Pat Cummings,-0.866782584,0.543397685,-1.10131363,-0.962295238,-0.89932064,-0.728317343,-0.749602406,-0.533970299,-0.562955263,-0.686525503,-0.701064785,-0.668707334,-0.655355652,-0.803785607,-0.571580101,-0.194034847,1
Patrick Ewing,1.857974945,1.350102067,1.745284638,2.066537844,2.713774433,4.493454351,4.315010926,-0.471410746,-0.421612034,3.78404011,3.904545732,2.952927906,0.84505328,3.860380797,1.798308709,0.069915153,1
Paul Pressey,1.114859255,-0.532208158,0.710157995,0.868673929,0.884716613,0.740088188,0.704985453,-0.336413817,-0.229092808,0.914900606,0.949260049,0.541775989,1.878650828,1.439918887,0.537370245,0.117906063,1
Peja Stojakovic,1.362564485,0.543397685,1.745284638,1.555737016,1.929638426,1.0675971,1.108140329,5.073341184,4.622879073,1.406583839,1.080286298,0.397826621,0.388475536,0.787031135,2.597653628,0.141901517,1
Quentin Richardson,0.124038336,-0.263306698,0.710157995,0.685217294,0.663504442,0.063532059,0.190670042,2.165968289,2.27609408,0.028291083,0.081305822,0.407641351,-0.027167652,0.142105429,0.120810216,-0.385998484,1
Quincy Acy,-0.866782584,0.005594763,-0.842531969,-0.886754271,-0.867194852,-0.781529622,-0.803757538,-0.517507259,-0.542241169,-0.714170344,-0.725300854,-0.63435578,-0.666376494,-0.846780654,-0.565950911,-0.457984847,1
Quintin Dailey,0.124038336,-1.07001108,0.192594674,0.178013654,0.063341371,0.603890091,0.699918306,-0.471410746,-0.420393558,0.461722688,0.413794396,-0.276118148,0.074381536,0.415999803,-0.380187656,-0.88990303,1
Rafer Alston,0.867154025,-1.338912541,0.710157995,0.465788769,0.445515966,-0.256375099,-0.140911384,1.714880989,1.763115636,-0.196816902,-0.179231921,-0.518214813,1.056810889,0.352303437,-0.121244935,-0.31401212,1
Raja Bell,1.857974945,-0.532208158,1.486502977,1.199615311,1.114599412,0.152852671,0.243241691,2.501814309,2.202985513,0.068771028,0.02071565,-0.143619298,0.223950107,0.151659883,0.46981997,-0.409993938,1
Ralph Sampson,-0.619077354,2.42570791,-0.842531969,-0.627756667,-0.356961754,0.083169924,0.038338938,-0.530677691,-0.550770502,-0.196816902,-0.12621552,0.049403719,-0.392429847,0.065669789,-0.45336712,0.021924244,1
Rasual Butler,1.857974945,0.005594763,1.486502977,1.257170334,0.699409734,-0.073299518,0.029154734,2.116579169,2.161557325,-0.25506853,-0.25421226,-0.364450715,-0.247584494,-0.170006765,-0.368929276,-0.793921212,1
Raymond Felton,0.867154025,-1.607814002,1.227721317,1.285947846,1.578811485,0.806603537,1.005213907,1.83012227,2.075045521,0.673008253,0.628132133,-0.058558307,2.739850918,1.807765401,0.148956164,-0.505975757,1
Robert Traylor,-0.371372124,0.274496224,-0.066186987,-0.163719295,-0.557608974,-0.519269101,-0.525697852,-0.527385083,-0.549552026,-0.508808672,-0.445071305,-0.099453014,-0.533339186,-0.499635459,-0.475883878,-0.57796212,1
Rod Higgins,1.114859255,0.005594763,0.968939656,1.098894021,0.62759915,0.337828692,0.311648174,0.299059534,0.346027917,0.682881411,0.598594423,0.541775989,0.148378618,0.170768793,0.7231335,1.221696974,1
Rod Strickland,2.353385405,-1.07001108,2.52162962,2.440645493,2.584604311,2.368130557,2.578563021,0.071869579,0.232709638,2.529161821,2.728339001,1.055413508,5.367534556,3.475017782,2.091026566,-0.122048483,1
Rodney McCray,0.619448796,0.005594763,0.710157995,1.044936187,1.418516033,1.131578532,1.046701172,-0.435192058,-0.405771845,0.977101497,0.965922347,1.559236296,1.231569956,1.070479964,1.150951908,1.269687883,1
Rodney Rogers,0.371743566,0.005594763,0.451376334,0.624065082,0.526997635,0.362534393,0.349968473,0.796243347,0.789553222,0.269196121,0.425155054,0.556498084,0.168845897,0.8156945,-0.070582229,0.26187879,1
Roger Phegley,-0.619077354,-0.263306698,-0.842531969,-0.642145423,-0.57906322,-0.332392642,-0.34074699,-0.494459003,-0.517871647,-0.383419575,-0.43825491,-0.531301119,-0.471937351,-0.469379686,-0.385816845,0.309869699,1
Ron Harper,2.353385405,-0.263306698,2.26284796,2.242800102,2.342160218,2.127408339,2.27991805,1.12550415,1.555974697,1.887406598,2.046699556,1.286059654,2.296655625,2.564159748,0.526111865,-0.721934848,1
Ronnie Brewer,-0.371372124,0.005594763,-0.066186987,0.048514852,-0.011025937,-0.058729489,-0.13552754,-0.379217721,-0.316823089,-0.117831644,-0.068654856,-0.253217112,-0.200352314,-0.426384638,0.132068595,0.021924244,1
Roy Hibbert,0.124038336,1.887904989,0.192594674,0.42621969,0.323793691,0.443619772,0.511800477,-0.514214651,-0.538585741,0.222792282,0.249443552,1.137202921,-0.157843351,0.388928847,-0.1944244,-0.338007574,1
Roy Hibbert,0.619448796,1.887904989,0.710157995,0.990978353,0.746653539,0.759726053,0.86555067,-0.514214651,-0.533711837,0.504177264,0.513768181,1.608309945,-0.016934013,0.680339722,-0.076211419,-0.266021211,1
Rudy Gay,0.867154025,0.274496224,1.486502977,1.490987615,1.981439869,1.974106295,2.079132354,2.073775264,2.234665892,1.765966763,1.659679826,1.025969319,0.649039731,1.970191134,0.621808088,-0.146043938,1
Sam Bowie,0.867154025,1.619003528,0.451376334,0.005348585,0.137264031,0.179458811,0.254326075,-0.445069882,-0.459384794,0.205020599,0.232023877,0.728255853,-0.080697457,0.231280341,-0.211311968,-0.146043938,1
Sam Mitchell,0.619448796,-0.263306698,-0.324968648,-0.048609249,0.010872956,-0.002349811,0.083309867,-0.514214651,-0.499594506,0.142819708,0.111600909,0.211346758,-0.388493832,-0.3674655,-0.093098987,-0.00207121,1
Sam Vincent,-0.619077354,-1.338912541,-0.583750309,-0.588187589,-0.742915853,-0.644064566,-0.634324814,-0.504336827,-0.532493361,-0.521643777,-0.573068045,-0.717780982,-0.296391081,-0.57447869,-0.543434153,-0.290016665,1
Samuel Dalembert,-0.866782584,1.081200606,-0.583750309,-0.541424133,-0.537044024,-0.503432113,-0.542166079,-0.533970299,-0.561736787,-0.57397151,-0.536713941,-0.137076145,-0.649058028,-0.580848326,-0.436479551,0.141901517,1
Samuel Dalembert,0.867154025,1.081200606,1.227721317,1.397460703,1.081917815,0.674839797,0.597308581,-0.533970299,-0.550770502,0.247475175,0.324423891,2.357500974,-0.400301878,0.8156945,0.182731302,-0.242025756,1
Scott Padgett,-0.371372124,0.543397685,-0.583750309,-0.681714501,-0.793272192,-0.730851261,-0.736301145,-0.313365561,-0.360688229,-0.671715767,-0.681372979,-0.54929479,-0.608910674,-0.76079056,-0.526546584,-0.170039392,1
Scott Williams,-1.114487814,0.812299146,-1.10131363,-1.034239017,-0.961904787,-0.813837078,-0.834477116,-0.530677691,-0.560518311,-0.759586867,-0.773015615,-0.732503077,-0.684482163,-0.884998474,-0.616613618,-0.57796212,1
Sean Elliott,-0.619077354,0.274496224,-0.324968648,-0.084581138,0.201182121,0.211766267,0.185286198,-0.260683832,-0.24736995,0.272158068,0.179764853,0.011780588,-0.011423592,-0.025097532,0.295315093,1.365669701,1
Sean Kilpatrick,-0.371372124,-0.801109619,-1.10131363,-1.203306897,-0.991362689,-0.844877575,-0.864563301,-0.520799867,-0.547115074,-0.775383919,-0.791192667,-0.799570396,-0.693928599,-0.918439066,-0.633501186,-0.721934848,1
Shane Battier,1.857974945,0.274496224,1.745284638,2.034163144,2.17274949,0.230137173,0.241658208,3.341429358,3.146086024,0.384712061,0.40470587,1.225535488,0.604956363,0.443070758,1.578770315,0.189892426,1
Shaquille O'Neal,2.353385405,1.619003528,3.039192942,2.800364387,3.438883474,6.079053593,5.078249929,-0.530677691,-0.537367265,4.89773225,7.457401995,5.853180517,1.60155537,4.092872533,5.749999788,0.717792427,1
Shaun Livingston,0.867154025,0.005594763,1.486502977,1.019755864,0.528776225,0.219368021,0.237541151,-0.494459003,-0.486191268,-0.001328388,-0.046690918,-0.164884545,0.948176874,0.473326532,-0.031177902,0.285874245,1
Shawn Marion,1.362564485,0.005594763,1.745284638,2.019774388,2.630958821,2.64242719,2.523141102,1.698417948,1.923954483,1.295017162,1.162840408,2.871138493,0.663209385,1.34118952,2.56387849,0.285874245,1
Shelvin Mack,-0.123666894,-1.07001108,0.192594674,-0.030623304,-0.35673943,-0.456554628,-0.458874852,0.150892172,0.225398782,-0.544352038,-0.553376239,-0.675250487,0.063360694,-0.276698178,-0.520917395,-0.745930302,1
Sidney Moncrief,1.114859255,-1.07001108,1.227721317,1.282350657,1.452198087,1.630760395,1.551198986,-0.240928184,-0.169387479,2.681208443,2.397365181,1.477446883,1.419711475,1.443103705,2.755270936,0.669801518,1
Speedy Claxton,-0.123666894,-2.145616923,-0.324968648,-0.429911276,-0.392422399,-0.397007553,-0.358482004,-0.471410746,-0.408208797,-0.263954372,-0.286022101,-0.567288461,0.022426137,-0.362688272,-0.329524949,0.309869699,1
Steve Blake,-0.371372124,-1.07001108,-0.583750309,-0.545021322,-0.574616744,-0.696643367,-0.681829316,0.081747403,0.020694795,-0.621362665,-0.643504121,-0.699787311,-0.237350855,-0.523521597,-0.464625499,-0.050062119,1
