Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS
Jeff Teague,0.697620219,-1.457840989,0.861056956,1.133023373,1.079524982,0.880488088,0.954178683,0.812692395,0.849438269,1.184217138,1.026529372,-0.270717648,2.301310406,1.630129867,-0.332863818,1.825131416
Jeff Withey,0.218339152,1.508376547,-0.060589736,-0.361435184,-0.639305025,-0.548270644,-0.565936281,-0.64013302,-0.658224046,-0.480976435,-0.478993695,-0.334773178,-0.562385413,-0.638567251,-0.338156706,-0.414243992
Jerami Grant,-0.74022298,0.321889533,-0.291001409,-0.049016046,-0.16294596,-0.310686618,-0.322835044,-0.254839793,-0.188564392,-0.079066797,0.028911872,-0.168228801,-0.368561165,-0.299044993,-0.338156706,0.596205887
Jeremy Evans,0.937260752,0.618511286,0.40023361,-0.219719286,-0.581291633,-0.476019063,-0.515819024,-0.630316632,-0.64725923,-0.501462121,-0.494913123,-0.228624014,-0.529442952,-0.624485683,-0.348742481,-0.578100729
Jeremy Lamb,-0.260941914,-0.567975728,0.169821937,0.121687195,-0.159385571,-0.122572142,-0.132779994,0.154994403,0.214392627,-0.187348277,-0.231863524,-0.367716022,-0.226831971,-0.324078892,-0.348742481,0.541586975
Jeremy Lin,0.697620219,-1.161219235,0.630645283,0.282727987,0.272782788,0.106549987,0.157184132,0.321872998,0.357848981,0.500385448,0.448881549,-0.345754126,0.775997838,0.7461203,-0.348742481,-0.305006167
Jerian Grant,-0.260941914,-0.864597482,-0.521413082,-0.338889473,-0.439609106,-0.475368148,-0.463749147,-0.321100412,-0.286334009,-0.349282743,-0.363767357,-0.536090557,-0.121109653,-0.413262158,-0.354035369,0.350420781
Jerryd Bayless,0.697620219,-1.161219235,1.091468629,0.752967102,0.382421817,0.050571285,0.151977145,0.508384369,0.502219069,0.289675541,0.224493418,-0.364055706,0.579875278,0.483264358,-0.359328256,-0.632719642
Jimmy Butler,0.457979686,0.321889533,0.40023361,0.450210412,0.719087984,0.616216541,0.651847961,0.356230356,0.427292821,1.521743194,1.36614384,0.518080447,0.56991593,0.290816258,-0.359328256,4.037197368
Joakim Noah,1.416541818,1.211754794,1.321880301,0.988086659,1.018474788,0.680006225,0.696107356,-0.645041214,-0.657310312,0.626226087,0.75665716,3.137036537,0.775997838,0.927616069,-0.364621144,-0.386934536
Jodie Meeks,0.937260752,-0.864597482,0.861056956,0.685329969,0.400956781,-0.138194106,-0.107070492,1.237251173,1.211277225,0.217487887,0.105476741,-0.39699855,-0.170906397,-0.119113842,-0.364621144,-0.168458886
Joe Harris,-0.021301381,-0.271353975,-0.291001409,-0.425851501,-0.477097905,-0.552176135,-0.572445015,0.010202681,-0.061555263,-0.516094753,-0.527510047,-0.530600083,-0.450534266,-0.485234619,-0.364621144,0.186564044
Joe Ingles,0.937260752,0.321889533,-0.291001409,0.018621087,-0.074669263,-0.494244687,-0.501174371,0.532925339,0.384347288,-0.487804997,-0.496429259,-0.504977872,0.074246803,-0.08625685,-0.364621144,0.978538274
Joe Johnson,2.375103951,0.025267779,2.704350339,3.084837781,3.775786408,3.094901393,3.315873028,4.209162621,4.200103549,2.071930174,1.974114383,1.286746805,3.219868802,3.077402166,-0.369914031,-0.277696711
Joe Young,-0.260941914,-1.457840989,-0.521413082,-0.615879636,-0.743498754,-0.625729545,-0.620609651,-0.546877334,-0.547662143,-0.591208933,-0.60255878,-0.631258773,-0.520249707,-0.657342676,-0.375206919,-0.687338554
Joel Bolomboy,-0.500582447,0.618511286,-0.751824755,-0.966948564,-0.846750026,-0.701886617,-0.710104752,-0.642587117,-0.666447659,-0.637057848,-0.645768657,-0.647730195,-0.609883846,-0.751219798,-0.375206919,-0.632719642
Joel Embiid,-0.74022298,1.508376547,-0.751824755,-0.722166559,-0.573751986,-0.313290278,-0.333899892,-0.394723321,-0.385931095,-0.106381044,-0.115879118,-0.292679544,-0.40839856,-0.208297108,-0.380499806,0.104635676
Joffrey Lauvergne,-0.021301381,1.211754794,-0.291001409,-0.354993552,-0.560662322,-0.430455003,-0.447802748,-0.524790462,-0.513853958,-0.490731524,-0.490364715,-0.228624014,-0.473517378,-0.499316187,-0.380499806,-0.386934536
John Collins,-1.45914458,0.91513304,-0.982236428,-0.786582876,-0.669358895,-0.515073972,-0.553569685,-0.605775662,-0.6280708,-0.513168227,-0.513864823,-0.343923968,-0.536337886,-0.593193309,-0.380499806,1.197013923
John Henson,0.218339152,1.211754794,0.169821937,0.234415749,-0.022310606,0.144303065,0.068665342,-0.642587117,-0.659137781,-0.196127857,-0.047652997,0.688285141,-0.283523648,-0.056529094,-0.380499806,0.43234915
John Holland,0.697620219,-0.567975728,-0.982236428,-0.947623669,-0.838058489,-0.705141192,-0.708152131,-0.618046147,-0.638121882,-0.634131322,-0.645010589,-0.655050827,-0.607585535,-0.744961323,-0.385792694,-0.823885835
John Wall,0.218339152,-0.864597482,0.630645283,0.717538128,1.179530018,1.37974,1.582271571,0.552558115,0.694103364,1.633926709,1.595838447,-0.089532007,3.22140101,2.481282441,-0.385792694,1.251632836
Johnathan Motley,-0.979863513,0.618511286,-0.982236428,-0.989494275,-0.837849055,-0.683660993,-0.693182042,-0.642587117,-0.665533924,-0.628278269,-0.633639569,-0.640409563,-0.606053327,-0.743396704,-0.385792694,-0.605410185
Johnny O'Bryant,-0.500582447,0.618511286,-0.291001409,-0.551463319,-0.679935344,-0.582118231,-0.559427546,-0.600867468,-0.625329596,-0.579502827,-0.580574808,-0.429941394,-0.558554895,-0.637002633,-0.391085582,-0.660029098
Jon Leuer,0.457979686,0.91513304,0.40023361,0.057270877,-0.275831225,-0.195474638,-0.214464613,-0.340733188,-0.33293448,-0.360988849,-0.369831901,-0.062079637,-0.391544277,-0.388228259,-0.391085582,0.022707307
Jonas Jerebko,0.937260752,0.91513304,0.630645283,0.785175261,0.201889166,-0.077008083,-0.085917105,0.167264888,0.163223482,-0.130768765,-0.135588886,0.598607399,-0.282757545,-0.139453885,-0.396378469,0.050016763
Jonas Valanciunas,-0.260941914,1.508376547,0.169821937,0.392235726,0.317601799,0.58562353,0.436734283,-0.568964207,-0.599745023,0.399908039,0.377623156,1.447800708,-0.36549675,0.25170079,-0.396378469,1.934369241
Jonathan Gibson,0.937260752,-1.457840989,-0.751824755,-0.957286117,-0.82790091,-0.690821059,-0.695785536,-0.593505177,-0.618933453,-0.622425216,-0.632881501,-0.664201617,-0.588432941,-0.719927424,-0.401671357,-0.71464801
Jonathan Isaac,-1.45914458,0.91513304,-0.982236428,-0.937961222,-0.800150821,-0.683660993,-0.68341894,-0.605775662,-0.628984535,-0.624376233,-0.635913773,-0.636749247,-0.597626186,-0.715233568,-0.401671357,-0.987742572
Jonathon Simmons,0.457979686,-0.271353975,-0.521413082,-0.374318447,-0.41290619,-0.360156168,-0.367094439,-0.357911867,-0.348467971,-0.298556284,-0.302363848,-0.48850645,-0.339449222,-0.32720813,-0.406964244,-0.468862904
Jordan Bell,-0.74022298,0.618511286,-0.982236428,-0.841336746,-0.771562994,-0.633540527,-0.656733128,-0.645041214,-0.667361394,-0.613645636,-0.62151048,-0.556222295,-0.533273471,-0.677682719,-0.406964244,0.2138735
Jordan Clarkson,-0.260941914,-0.567975728,-0.291001409,-0.055457677,0.014235737,0.118266459,0.131800067,0.282607446,0.347797899,-0.076140271,-0.109056506,-0.199341487,0.025982267,0.05925269,-0.412257132,-0.004602149
Jordan Crawford,0.697620219,-0.864597482,0.169821937,-0.119873995,-0.139698716,-0.08677181,-0.035799848,0.164810791,0.280181528,-0.125891221,-0.168185811,-0.386017602,0.065053558,0.070205021,-0.412257132,-0.468862904
Jordan Mickey,-0.74022298,0.321889533,-0.521413082,-0.818791035,-0.805805556,-0.669991775,-0.676259332,-0.64013302,-0.655482842,-0.617547672,-0.622268548,-0.598315929,-0.59839229,-0.713668949,-0.412257132,-0.71464801
Jose Calderon,2.375103951,-1.161219235,1.782703647,1.699886963,1.553370832,0.649413213,0.624185839,1.578370654,1.341941292,0.250655187,0.140347869,-0.131625641,3.244384122,1.282784515,-0.412257132,-0.250387255
Josh Gray,-0.500582447,-1.754462743,-0.982236428,-1.00881917,-0.847273613,-0.703839362,-0.706524948,-0.637678923,-0.659137781,-0.636082339,-0.646526725,-0.662371459,-0.602222809,-0.746525942,-0.412257132,-0.823885835
Josh Hart,-0.979863513,-0.567975728,-0.982236428,-0.822011851,-0.703287305,-0.645257,-0.657709438,-0.453621649,-0.49101059,-0.578527318,-0.58360708,-0.589165139,-0.550127753,-0.683941194,-0.417550019,0.377730238
Josh Huestis,-0.021301381,0.025267779,-0.521413082,-0.780141245,-0.74444121,-0.688217399,-0.689602238,-0.549331431,-0.556799491,-0.637057848,-0.635913773,-0.578184191,-0.593795667,-0.71210433,-0.417550019,-0.769266923
Josh Jackson,-1.45914458,0.321889533,-0.982236428,-0.776920429,-0.651138082,-0.492942857,-0.482949914,-0.505157686,-0.472735895,-0.470245838,-0.443364498,-0.492166766,-0.520249707,-0.529043942,-0.417550019,-1.752407345
Josh Magette,0.457979686,-1.754462743,-0.982236428,-0.966948564,-0.833660362,-0.704490277,-0.707826695,-0.625408438,-0.650914169,-0.635106831,-0.648800929,-0.662371459,-0.56774814,-0.743396704,-0.422842907,-0.496172361
Josh McRoberts,0.937260752,0.91513304,1.321880301,0.369690015,0.00983761,-0.241689613,-0.261327502,-0.164038205,-0.144705124,-0.341478673,-0.322831685,0.190482166,0.078843426,-0.161358547,-0.422842907,-0.687338554
Josh Richardson,-0.500582447,-0.271353975,-0.521413082,-0.425851501,-0.289758628,-0.403767483,-0.39280394,-0.019246483,-0.051504181,-0.426347941,-0.441090294,-0.437262026,-0.271265988,-0.381969784,-0.422842907,-0.086530518
Josh Smith,1.416541818,0.618511286,1.782703647,1.854486124,2.180522832,2.31054865,2.431010561,0.459302429,0.770857082,1.667094009,2.186373426,2.476349501,1.525247306,2.679989016,-0.422842907,-0.987742572
Jrue Holiday,0.218339152,-0.864597482,0.861056956,0.859254025,1.152617668,1.097242829,1.169943234,1.040923414,1.07147581,0.446732462,0.420074964,0.184991692,2.171838872,1.700537708,-0.428135794,0.841990993
Juan Hernangomez,-0.979863513,0.618511286,-0.751824755,-0.74471227,-0.739100627,-0.663482623,-0.671377781,-0.497795395,-0.522077571,-0.57755181,-0.588155488,-0.554392137,-0.5800058,-0.694893525,-0.428135794,-0.277696711
Julius Randle,-0.74022298,0.618511286,-0.291001409,-0.258369076,-0.162841242,0.07400423,0.055973309,-0.554239625,-0.539438531,0.041896298,0.087283108,0.254537696,-0.137963936,0.081157352,-0.428135794,0.978538274
Julyan Stone,0.697620219,-0.271353975,-0.291001409,-0.79946614,-0.80371121,-0.697330211,-0.705548637,-0.620500244,-0.641776821,-0.629253778,-0.639704113,-0.647730195,-0.552426065,-0.718362805,-0.428135794,-0.605410185
Justin Anderson,-0.500582447,-0.271353975,-0.521413082,-0.483826186,-0.60558605,-0.559336201,-0.573746762,-0.365274158,-0.323797133,-0.473172365,-0.486574375,-0.46105408,-0.519483603,-0.59162869,-0.433428682,-0.332315623
Justin Holiday,0.457979686,-0.271353975,-0.060589736,-0.13919889,-0.282847285,-0.458444354,-0.429578291,0.172173082,0.198859137,-0.378548008,-0.401670758,-0.51595882,-0.324893251,-0.388228259,-0.433428682,-0.277696711
Justin Jackson,-0.979863513,0.321889533,-0.982236428,-0.805907772,-0.698575026,-0.625729545,-0.639484981,-0.505157686,-0.501975407,-0.617547672,-0.627575024,-0.616617509,-0.554724376,-0.694893525,-0.43872157,-0.441553448
Justin Patton,-1.45914458,1.211754794,-0.982236428,-1.021702434,-0.855860433,-0.708395768,-0.714986303,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,-0.43872157,-0.660029098
Justise Winslow,-1.219504046,0.025267779,-0.521413082,-0.49670945,-0.381176844,-0.452586118,-0.424371303,-0.429080679,-0.415170607,-0.472196856,-0.451703246,-0.358565232,-0.357835712,-0.436731439,-0.43872157,-0.851195291
Jusuf Nurkic,-0.74022298,1.508376547,-0.291001409,-0.258369076,-0.319184194,-0.043160495,-0.033196354,-0.645041214,-0.659137781,-0.216613542,-0.113604914,0.309442436,-0.338683118,-0.026801339,-0.43872157,-0.386934536
Kadeem Allen,-0.260941914,-1.161219235,-0.982236428,-0.966948564,-0.845074549,-0.705141192,-0.712057372,-0.645041214,-0.660965251,-0.636082339,-0.648042861,-0.658711143,-0.602222809,-0.743396704,-0.444014457,-0.769266923
Karl-Anthony Towns,-0.979863513,1.508376547,-0.521413082,-0.232602549,0.041671674,0.472364295,0.311766579,-0.029062871,-0.078916223,0.258459258,0.182799677,0.730378774,-0.167075878,0.109320488,-0.449307345,4.938409422
Kawhi Leonard,-0.021301381,0.025267779,0.40023361,0.285948803,0.43844558,0.527692082,0.436408846,0.653176091,0.580800256,0.593058787,0.479962337,0.265518644,0.096463812,0.115578963,-0.454600232,1.852440872
Kay Felder,-0.979863513,-2.940949757,-0.751824755,-0.83811593,-0.801197994,-0.662180793,-0.654780508,-0.618046147,-0.633553209,-0.598037495,-0.608623324,-0.655050827,-0.551659961,-0.685505812,-0.45989312,-0.905814203
Kelly Olynyk,-0.021301381,1.508376547,-0.060589736,0.115245563,-0.067234334,-0.08807364,-0.143193969,0.238433701,0.216220097,-0.14345038,-0.137105022,0.18682185,-0.091997711,0.057688071,-0.45989312,0.705443712
Kelly Oubre,-0.979863513,0.025267779,-0.521413082,-0.306681314,-0.384318364,-0.455840694,-0.453009735,-0.141951332,-0.08988104,-0.353184779,-0.366041561,-0.400658866,-0.490371661,-0.485234619,-0.465186007,-0.113839974
Kemba Walker,0.218339152,-1.754462743,0.40023361,0.659563442,1.001824735,0.859658803,1.048229898,1.865500001,1.940437545,1.325665919,1.180417178,-0.122474851,1.552060938,0.972990012,-0.465186007,2.72634347
Kendrick Perkins,1.656182351,0.91513304,2.01311532,1.493754749,0.940879257,0.40076363,0.327387542,-0.645041214,-0.658224046,0.141398198,0.370800544,1.722324407,0.011426296,1.171696587,-0.470478895,-0.769266923
Kenneth Faried,0.457979686,0.321889533,0.40023361,0.395456542,0.295611162,0.613612881,0.496289204,-0.64013302,-0.652741638,0.309185717,0.475413929,1.837624361,-0.266669366,0.170340618,-0.470478895,0.486968062
Kent Bazemore,0.457979686,-0.567975728,0.169821937,0.314936146,0.016748953,-0.175296269,-0.138637855,0.36113855,0.369727532,-0.1015035,-0.068878902,-0.420790604,-0.023814477,0.165646761,-0.470478895,-0.769266923
Kentavious Caldwell-Pope,-0.500582447,-0.567975728,-0.060589736,0.224753302,0.394673742,-0.027538532,0.022453326,0.920672662,1.01939293,-0.00980567,-0.028701297,-0.173719275,-0.108085889,-0.115984605,-0.470478895,0.596205887
Kevin Durant,0.697620219,0.618511286,1.321880301,1.458325774,2.138950058,2.975133007,2.780204172,2.871679765,2.740869174,4.521432847,3.893542583,0.402780493,1.709112206,3.041415936,-0.470478895,3.572936612
Kevin Love,0.697620219,0.91513304,1.091468629,1.020294818,1.282571856,1.126534011,1.203788654,1.867954098,1.855460214,2.205574884,2.030211416,2.783816044,0.515522563,1.165438112,-0.470478895,1.715893591
Kevon Looney,-1.219504046,0.618511286,-0.521413082,-0.625542084,-0.711978842,-0.59969294,-0.620935088,-0.635224826,-0.656396577,-0.581453845,-0.570719924,-0.426281078,-0.557022687,-0.680811956,-0.475771783,-0.059221061
Khem Birch,-0.260941914,0.618511286,-0.982236428,-0.889648984,-0.795752694,-0.664784454,-0.674632148,-0.645041214,-0.671016333,-0.60193953,-0.608623324,-0.537920715,-0.585368526,-0.72462128,-0.475771783,-0.004602149
Khris Middleton,-0.021301381,0.321889533,0.169821937,0.192545143,0.404098301,0.278391584,0.304932408,0.770972746,0.676742404,0.29065105,0.172186725,-0.27803828,0.259643911,0.311156301,-0.475771783,0.787372081
Klay Thompson,0.218339152,0.025267779,0.40023361,0.704654864,0.995960565,0.788058138,0.823678554,3.175987791,2.702492315,0.375520318,0.274525907,-0.234114488,0.330891559,0.71013407,-0.475771783,1.360870661
Kobi Simmons,-1.45914458,-0.567975728,-0.982236428,-0.921857142,-0.788946068,-0.664133539,-0.666821667,-0.618046147,-0.635380678,-0.61852318,-0.635913773,-0.640409563,-0.559320998,-0.68863505,-0.48106467,-0.878504747
Kosta Koufos,0.457979686,1.508376547,1.091468629,1.049282161,0.271421463,0.382538006,0.29972542,-0.645041214,-0.667361394,-0.249780843,-0.134830818,1.431329286,-0.363964542,-0.050270619,-0.48106467,0.295801869
Kris Dunn,-0.74022298,-0.864597482,-0.751824755,-0.606217189,-0.556997216,-0.487735536,-0.464400021,-0.487979007,-0.481873242,-0.525849842,-0.523719707,-0.578184191,-0.229896386,-0.383534403,-0.48106467,-1.260837134
Kristaps Porzingis,-0.979863513,2.398241808,-0.521413082,-0.425851501,-0.252688699,-0.108252009,-0.072899635,0.049468233,0.046265436,-0.041021953,-0.07342731,-0.107833587,-0.421422323,-0.238024864,-0.48106467,0.377730238
Kyle Anderson,-0.500582447,0.618511286,-0.291001409,-0.197173575,-0.374474936,-0.420040361,-0.427300234,-0.524790462,-0.538524796,-0.428298959,-0.42744507,-0.39699855,-0.271265988,-0.441425295,-0.48106467,0.186564044
Kyle Collinsworth,-0.021301381,-0.271353975,-0.982236428,-0.921857142,-0.806014991,-0.686915569,-0.688951364,-0.635224826,-0.655482842,-0.622425216,-0.624542752,-0.607466719,-0.568514243,-0.719927424,-0.48106467,-0.71464801
Kyle Korver,2.375103951,0.025267779,2.243526993,2.530857454,2.16889921,0.30833368,0.381410039,4.785875412,4.016442866,0.529650713,0.37989736,-0.078551059,0.893977816,1.093465652,-0.486357558,0.732753168
Kyle Kuzma,-0.979863513,0.618511286,-0.982236428,-0.776920429,-0.604853029,-0.507913905,-0.518747955,-0.254839793,-0.274455457,-0.499511103,-0.497187327,-0.504977872,-0.503395425,-0.538431654,-0.486357558,0.159254588
Kyle Lowry,1.176901285,-2.051084496,1.552291974,1.522742091,1.716415692,0.788709053,0.891694831,2.72934214,2.725335684,1.992913959,1.89527531,0.547362975,2.958627423,2.004073737,-0.486357558,3.381770419
Kyle O'Quinn,0.218339152,0.91513304,0.169821937,0.25696146,-0.224833893,-0.090026385,-0.137986981,-0.588596983,-0.576901655,-0.312213408,-0.309944529,0.368007492,-0.200784443,-0.120678461,-0.486357558,0.6508248
Kyle Singler,0.697620219,0.321889533,0.169821937,0.121687195,-0.040112549,-0.354948847,-0.328692905,0.088733784,0.08372856,-0.31026239,-0.325863957,-0.085871691,-0.403035833,-0.322514274,-0.486357558,-0.687338554
Kyrie Irving,-0.260941914,-1.161219235,0.40023361,0.395456542,0.709768143,1.018482097,1.035537865,1.536651005,1.425091153,1.037890814,0.837770437,-0.091362165,1.242555022,1.074690227,-0.486357558,3.081366401
LaMarcus Aldridge,1.416541818,1.211754794,1.552291974,1.773965728,2.29330338,3.673564952,3.717136516,-0.372636449,-0.319228459,2.353852226,2.234131711,3.598236351,0.66184838,1.36101545,-0.486357558,2.316701627
Lance Stephenson,0.218339152,-0.567975728,0.630645283,0.392235726,0.268698813,0.124775611,0.124965896,0.024927263,0.1531724,-0.172715645,-0.121185594,-0.116984377,0.396776482,0.415985754,-0.491650445,-0.796576379
Lance Thomas,0.697620219,0.321889533,0.40023361,0.089479036,-0.181690359,-0.368618065,-0.313722815,-0.303921733,-0.359432788,-0.29367874,-0.316009073,-0.171889117,-0.43291388,-0.388228259,-0.491650445,-0.414243992
Langston Galloway,-0.021301381,-1.457840989,-0.291001409,-0.190731943,-0.243892444,-0.426549513,-0.371325116,0.174627179,0.175102033,-0.415617344,-0.429719274,-0.446412816,-0.222235348,-0.466459194,-0.491650445,-0.468862904
Larry Drew,0.218339152,-1.457840989,1.552291974,1.345597219,1.097641078,1.380390915,1.473575703,-0.338279091,-0.268973049,0.701340267,0.654317979,-0.184700223,2.266835737,1.73495932,-0.491650445,-0.823885835
Larry Nance,-0.260941914,0.91513304,2.473938666,2.556623981,2.790605909,3.806351641,3.393001533,-0.593505177,-0.567764308,2.401652159,2.495665174,4.240621807,1.391945254,2.151147895,-0.496943333,0.896609905
Lauri Markkanen,-1.45914458,1.508376547,-0.982236428,-0.805907772,-0.644750326,-0.559987116,-0.565610844,-0.289197151,-0.304608703,-0.506339665,-0.529026183,-0.521449293,-0.550893857,-0.627614921,-0.496943333,0.268492413
LeBron James,1.656182351,0.321889533,2.243526993,2.656469272,3.782488316,5.581397227,5.038735074,3.320779513,3.624450664,6.051030693,6.382279857,1.870567205,5.67676353,5.4477995,-0.496943333,5.02033779
London Perrantes,-0.74022298,-1.457840989,-0.982236428,-0.979831828,-0.849367959,-0.707744853,-0.712382809,-0.645041214,-0.668275129,-0.639984375,-0.651075133,-0.664201617,-0.607585535,-0.755913654,-0.496943333,-0.71464801
Lonzo Ball,-1.45914458,-0.271353975,-0.982236428,-0.857440825,-0.669882481,-0.635493272,-0.628094696,-0.424172485,-0.401464585,-0.611694619,-0.601042644,-0.539750873,-0.323361043,-0.544690129,-0.50223622,-0.93312366
Lorenzo Brown,0.218339152,-0.567975728,-0.291001409,-0.776920429,-0.754389355,-0.651766151,-0.654129634,-0.61559205,-0.599745023,-0.617547672,-0.626058888,-0.623938141,-0.492669972,-0.666730388,-0.50223622,-0.741957466
Lou Williams,1.176901285,-1.754462743,1.782703647,1.748199201,1.345402245,1.013925692,1.152369651,2.140358863,2.312327583,2.388970544,2.171212066,-0.074890743,1.450935243,1.404824774,-0.50223622,2.234773259
Luc Mbah a Moute,1.176901285,0.321889533,1.091468629,1.171673163,0.814171306,0.247798572,0.28475533,-0.141951332,-0.112724409,0.137496163,0.263154886,1.089089741,-0.162479256,0.248571553,-0.50223622,-0.113839974
Lucas Nogueira,-0.260941914,1.508376547,-0.291001409,-0.570788214,-0.672605132,-0.596438364,-0.632976247,-0.622954341,-0.639949352,-0.571698757,-0.56844572,-0.446412816,-0.556256583,-0.64013187,-0.50223622,-0.004602149
Luis Montero,-0.500582447,0.025267779,-0.751824755,-0.979831828,-0.851043436,-0.706443023,-0.712057372,-0.642587117,-0.66279272,-0.639984375,-0.651833201,-0.666031775,-0.61064995,-0.748090561,-0.50223622,-0.741957466
Luke Babbitt,0.457979686,0.618511286,0.630645283,0.202207591,-0.297926579,-0.542412407,-0.515819024,0.321872998,0.223529974,-0.521947806,-0.529026183,-0.462884238,-0.439808813,-0.499316187,-0.50223622,-0.305006167
Luke Kennard,-1.219504046,-0.271353975,-0.982236428,-0.789803692,-0.70307787,-0.627682291,-0.627769259,-0.446259358,-0.492838059,-0.579502827,-0.597252304,-0.627598457,-0.516419188,-0.649519582,-0.50223622,-0.059221061
Luke Kornet,-0.979863513,1.804998301,-0.982236428,-0.960506933,-0.822141457,-0.695377465,-0.700667087,-0.576326498,-0.598831289,-0.635106831,-0.646526725,-0.645900037,-0.591497356,-0.738702848,-0.507529108,-0.550791273
Luol Deng,1.416541818,0.618511286,2.01311532,1.809394702,2.342729952,2.17255464,2.278706172,0.935397244,1.099801587,1.715869451,1.725468076,1.973056052,0.939177937,1.503395752,-0.507529108,-0.632719642
Malachi Richardson,-0.979863513,-0.271353975,-0.751824755,-0.870324089,-0.801616864,-0.684311908,-0.68634787,-0.595959274,-0.608882371,-0.611694619,-0.623784684,-0.651390511,-0.593029564,-0.729315136,-0.507529108,-0.71464801
Malcolm Brogdon,-0.260941914,-0.567975728,-0.751824755,-0.6287629,-0.498355519,-0.452586118,-0.46049478,-0.301467636,-0.347554236,-0.463417276,-0.494913123,-0.537920715,-0.252113395,-0.477411525,-0.507529108,0.596205887
Malcolm Delaney,0.457979686,-1.161219235,-0.751824755,-0.615879636,-0.619408736,-0.590580128,-0.572770452,-0.468346231,-0.457202404,-0.497560085,-0.514622891,-0.631258773,-0.338683118,-0.505574662,-0.507529108,-0.878504747
Malcolm Miller,-0.500582447,0.025267779,-0.982236428,-0.976611012,-0.84308492,-0.705792108,-0.713359119,-0.625408438,-0.651827903,-0.639008866,-0.651833201,-0.658711143,-0.609117742,-0.749655179,-0.512821996,-0.605410185
Malik Beasley,-1.219504046,-0.567975728,-0.751824755,-0.754374718,-0.77795075,-0.664133539,-0.669750597,-0.554239625,-0.570505512,-0.613645636,-0.622268548,-0.631258773,-0.579239696,-0.707410474,-0.512821996,-0.605410185
Malik Monk,-1.698785113,-1.161219235,-0.982236428,-0.822011851,-0.766850715,-0.663482623,-0.656407691,-0.441351164,-0.448978792,-0.611694619,-0.626058888,-0.651390511,-0.541700612,-0.680811956,-0.512821996,-0.93312366
Mangok Mathiang,-0.260941914,0.91513304,-0.982236428,-1.012039986,-0.854184956,-0.706443023,-0.713359119,-0.645041214,-0.671016333,-0.642910901,-0.654107405,-0.660541301,-0.611416054,-0.757478273,-0.512821996,-0.660029098
Manu Ginobili,3.333666083,-0.271353975,2.473938666,2.379479109,1.95632306,1.301630183,1.304348604,3.023833778,3.034178025,2.654308946,2.444874617,0.587626451,2.453765052,2.553254901,-0.512821996,-0.332315623
Marc Gasol,1.656182351,1.804998301,1.091468629,1.281180902,1.67044479,1.772892744,1.771024874,-0.092869392,-0.073433815,1.843661108,1.826291122,1.643627613,1.220338014,1.570674356,-0.512821996,0.896609905
Marcin Gortat,1.656182351,1.211754794,1.321880301,1.419675984,1.231783958,1.438322363,1.224616605,-0.637678923,-0.652741638,0.440879409,0.586849926,2.430595551,0.039772134,0.663195509,-0.518114883,1.060466642
Marco Belinelli,1.176901285,-0.567975728,1.321880301,1.306947429,0.908207455,0.292711717,0.357653158,1.813963964,1.756776863,0.426246777,0.332897143,-0.365885864,0.329359352,0.430067322,-0.523407771,0.541586975
Marcus Georges-Hunt,-0.74022298,-0.567975728,-0.751824755,-0.873544905,-0.827796192,-0.697330211,-0.70327058,-0.632770729,-0.655482842,-0.621449707,-0.631365365,-0.651390511,-0.603755016,-0.749655179,-0.523407771,-0.578100729
Marcus Morris,0.457979686,0.618511286,0.40023361,0.488860202,0.438340863,0.162528689,0.210230319,0.854412044,0.893297536,0.075063598,0.108509013,0.163029796,-0.060587457,0.088980445,-0.523407771,0.022707307
Marcus Paige,-0.500582447,-1.754462743,-0.982236428,-1.00881917,-0.853347217,-0.707744853,-0.713684556,-0.64013302,-0.663706455,-0.640959884,-0.653349337,-0.666031775,-0.609117742,-0.757478273,-0.523407771,-0.660029098
Marcus Smart,-0.74022298,-0.864597482,-0.291001409,-0.184290312,-0.072156048,-0.386192774,-0.332923582,0.142723918,0.328609469,-0.144425889,-0.142411499,-0.193851013,0.166945357,-0.040882907,-0.523407771,-0.687338554
Mario Chalmers,1.176901285,-1.457840989,0.861056956,1.055723792,0.949570794,0.059684097,0.094049407,1.207802009,1.296254555,0.445756954,0.411736216,-0.279868438,1.236426192,1.123193407,-0.523407771,-0.195768342
Mario Hezonja,-0.979863513,0.321889533,-0.521413082,-0.319564578,-0.434268523,-0.467557166,-0.467654388,-0.154221817,-0.120034287,-0.472196856,-0.496429259,-0.503147714,-0.399205315,-0.380405166,-0.528700658,-0.905814203
Markel Brown,-0.021301381,-1.161219235,-0.521413082,-0.660971058,-0.668416439,-0.612060327,-0.602059757,-0.507611783,-0.497406733,-0.527800859,-0.540397203,-0.592825455,-0.510290358,-0.627614921,-0.533993546,-0.632719642
Markelle Fultz,-1.698785113,-0.864597482,-0.982236428,-0.979831828,-0.829785821,-0.679755502,-0.679839136,-0.645041214,-0.670102598,-0.633155813,-0.638946045,-0.645900037,-0.570812555,-0.730879755,-0.533993546,-0.769266923
