Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS
Markieff Morris,0.457979686,0.91513304,0.40023361,0.653121811,0.585573408,0.612961965,0.659333006,0.270336961,0.336833082,0.330646912,0.316977715,0.622399453,0.078843426,0.622515423,-0.533993546,0.104635676
Marquese Chriss,-1.45914458,0.91513304,-0.751824755,-0.528917608,-0.513853682,-0.476019063,-0.489458649,-0.3309168,-0.292730152,-0.439029556,-0.397880418,-0.3512446,-0.501863217,-0.421085252,-0.533993546,-0.796576379
Marquis Teague,-0.500582447,-1.457840989,-0.521413082,-0.731829007,-0.761091263,-0.660228048,-0.64957352,-0.620500244,-0.62989827,-0.606817074,-0.612413664,-0.656880985,-0.508758151,-0.637002633,-0.533993546,-0.960433116
Marreese Speights,0.937260752,0.91513304,1.091468629,1.245751928,0.257912929,0.559586924,0.618327978,-0.075690713,-0.076175019,0.330646912,0.294235675,1.067127845,-0.258242225,0.20319761,-0.533993546,0.050016763
Marshall Plumlee,-0.260941914,1.508376547,-0.751824755,-0.93151959,-0.833032058,-0.697981126,-0.704897764,-0.645041214,-0.671016333,-0.623400725,-0.628333092,-0.616617509,-0.602222809,-0.734008992,-0.533993546,-0.632719642
MarShon Brooks,0.697620219,-0.567975728,-0.291001409,-0.474163739,-0.534901862,-0.420691276,-0.40972665,-0.414356097,-0.431617832,-0.414641835,-0.420622458,-0.446412816,-0.41452739,-0.402309827,-0.533993546,-0.468862904
Marvin Williams,1.176901285,0.618511286,1.782703647,1.999422838,1.960302318,1.038009552,1.105832199,1.440941223,1.481742707,1.257380301,1.172836498,1.475253078,0.323996626,0.714827926,-0.539286433,0.841990993
Mason Plumlee,0.218339152,1.211754794,-0.060589736,0.227974118,0.053609448,0.137793913,0.027009441,-0.645041214,-0.655482842,0.088720722,0.350332708,0.756000986,-0.009258506,0.140612862,-0.539286433,0.814681537
Matt Costello,-0.500582447,0.618511286,-0.982236428,-1.012039986,-0.852928348,-0.707744853,-0.714335429,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.664201617,-0.609883846,-0.755913654,-0.539286433,-0.660029098
Matt Williams,-0.500582447,-0.567975728,-0.982236428,-1.015260802,-0.855127412,-0.708395768,-0.715311739,-0.642587117,-0.666447659,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.755913654,-0.539286433,-0.71464801
Matthew Dellavedova,0.218339152,-0.864597482,-0.060589736,0.034725166,-0.100639157,-0.466906251,-0.40777403,0.167264888,0.109313132,-0.417568361,-0.44639677,-0.41530013,0.330891559,-0.101903037,-0.539286433,-0.496172361
Maurice Harkless,-0.500582447,0.618511286,0.169821937,0.31171533,0.142933317,-0.093280961,-0.143519406,-0.014338289,0.040783027,-0.283923652,-0.195476259,0.25087738,-0.333320392,-0.178569353,-0.539286433,0.405039694
Maxi Kleber,-0.021301381,0.91513304,-0.982236428,-0.793024508,-0.72999022,-0.636795103,-0.656733128,-0.546877334,-0.554058287,-0.599988513,-0.61013946,-0.536090557,-0.572344762,-0.710539712,-0.539286433,0.2138735
Meyers Leonard,-0.260941914,1.804998301,0.169821937,0.044387614,-0.30996907,-0.394654671,-0.418838879,-0.10268578,-0.130085369,-0.450735662,-0.473687219,-0.22313354,-0.409930767,-0.405439065,-0.544579321,-0.332315623
Michael Beasley,0.697620219,0.618511286,1.091468629,0.852812394,0.570598832,1.064697072,1.13056539,0.061738718,0.076418682,0.403810074,0.414768488,0.525401079,-0.026878892,0.804011192,-0.544579321,-0.195768342
Michael Carter-Williams,-0.021301381,-0.271353975,-0.060589736,-0.100549099,-0.029745535,0.003705395,0.105765129,-0.313738121,-0.17851331,0.037018754,0.092589584,-0.164568485,0.455766471,0.448842747,-0.544579321,-0.987742572
Michael Kidd-Gilchrist,-0.500582447,0.025267779,0.169821937,0.12490801,0.140420102,0.12087012,0.147095594,-0.627862535,-0.638121882,0.032141209,0.087283108,0.433893179,-0.274330403,-0.223943295,-0.544579321,0.514277519
Mike Conley,0.937260752,-1.754462743,1.321880301,1.287622534,1.589707741,1.088130017,1.203137781,1.639723079,1.584080997,1.24957623,1.150852525,-0.116984377,2.498965173,1.520606558,-0.544579321,1.497417942
Mike James,0.218339152,-1.457840989,1.782703647,1.007411555,0.719821005,0.299220868,0.43705972,1.104729936,1.075130749,0.295528594,0.25784841,-0.254246226,1.074778301,0.719521782,-0.544579321,-0.741957466
Mike Muscala,-0.021301381,1.211754794,-0.060589736,-0.242264997,-0.481496032,-0.465604421,-0.493038453,-0.328462703,-0.359432788,-0.474147874,-0.500219599,-0.228624014,-0.449002058,-0.511833137,-0.544579321,0.241182957
Mike Scott,0.697620219,0.321889533,0.169821937,0.12490801,-0.256458522,-0.200681959,-0.245055665,-0.006975998,0.006061107,-0.336601128,-0.342541453,-0.192020855,-0.35323909,-0.338160461,-0.544579321,-0.35962508
Miles Plumlee,0.697620219,1.211754794,0.169821937,0.031504351,-0.281904829,-0.242991443,-0.281830016,-0.645041214,-0.671016333,-0.462441768,-0.39712235,0.30578212,-0.48807335,-0.2912219,-0.544579321,-0.660029098
Milos Teodosic,0.937260752,-0.567975728,-0.982236428,-0.879986536,-0.737529867,-0.668039029,-0.673981275,-0.429080679,-0.459029874,-0.604866057,-0.619994344,-0.636749247,-0.45130037,-0.605710259,-0.549872209,-0.168458886
Milton Doyle,-0.500582447,-0.864597482,-0.982236428,-0.992715091,-0.843189638,-0.703188447,-0.707826695,-0.635224826,-0.650000434,-0.639008866,-0.648800929,-0.660541301,-0.603755016,-0.754349035,-0.549872209,-0.823885835
Mindaugas Kuzminskas,0.457979686,0.618511286,-0.751824755,-0.802686956,-0.749677075,-0.641351509,-0.64957352,-0.512519977,-0.517508897,-0.589257916,-0.603316848,-0.580014349,-0.558554895,-0.677682719,-0.549872209,-0.441553448
Mirza Teletovic,1.416541818,0.618511286,0.169821937,0.018621087,-0.252583981,-0.457793439,-0.447151874,0.682625255,0.663036383,-0.407813273,-0.413041778,-0.320131914,-0.40226973,-0.358500504,-0.549872209,-0.632719642
Monte Morris,-0.979863513,-1.161219235,-0.982236428,-1.015260802,-0.853661369,-0.706443023,-0.714009992,-0.645041214,-0.670102598,-0.640959884,-0.653349337,-0.666031775,-0.606053327,-0.755913654,-0.549872209,-0.605410185
Montrezl Harrell,-0.500582447,0.321889533,-0.521413082,-0.467722107,-0.569772728,-0.29962106,-0.400614422,-0.64013302,-0.657310312,-0.409764291,-0.359977017,-0.283528754,-0.492669972,-0.55564246,-0.549872209,1.360870661
Myke Henry,-0.260941914,-0.271353975,-0.982236428,-0.960506933,-0.816696157,-0.69472655,-0.699039903,-0.598413371,-0.618019718,-0.637057848,-0.647284793,-0.647730195,-0.594561771,-0.727750517,-0.549872209,-0.823885835
Myles Turner,-1.219504046,1.211754794,-0.521413082,-0.361435184,-0.254783045,-0.11345933,-0.145472026,-0.402085612,-0.409688198,-0.161985048,-0.177282627,-0.116984377,-0.432147776,-0.338160461,-0.555165096,1.115085555
Nate Wolters,-0.021301381,-0.864597482,-0.521413082,-0.754374718,-0.691349531,-0.596438364,-0.590994909,-0.600867468,-0.607968636,-0.583404863,-0.582090944,-0.589165139,-0.45130037,-0.647954964,-0.555165096,-0.796576379
Naz Mitrou-Long,-0.500582447,-0.864597482,-0.982236428,-1.021702434,-0.856174585,-0.709046683,-0.715637176,-0.642587117,-0.670102598,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,-0.555165096,-0.605410185
Nemanja Bjelica,0.697620219,0.91513304,-0.521413082,-0.406526606,-0.475527145,-0.545016068,-0.560403856,-0.203303757,-0.227854986,-0.524874333,-0.532816523,-0.375036654,-0.421422323,-0.510268518,-0.555165096,-0.031911605
Nene Hilario,2.135463418,1.211754794,2.473938666,1.947889784,1.729295921,1.964912711,1.710493642,-0.627862535,-0.625329596,1.81634686,2.238680119,2.361049547,0.685597596,1.866387291,-0.555165096,0.43234915
Nerlens Noel,-0.74022298,1.211754794,-0.291001409,-0.306681314,-0.249442462,-0.158372475,-0.178666572,-0.642587117,-0.667361394,-0.280021616,-0.203056939,0.212444062,-0.366262853,-0.161358547,-0.555165096,0.022707307
Nick Collison,2.614744484,0.91513304,2.01311532,1.906019178,1.091776908,0.717108388,0.600754395,-0.593505177,-0.578729124,0.24870417,0.304090559,2.566027242,0.107955368,0.616256948,-0.555165096,-0.550791273
Nick Young,1.416541818,0.025267779,1.321880301,1.281180902,0.859199752,0.498400901,0.636552435,1.897403262,1.847236602,0.69060967,0.58533379,-0.190190697,-0.086634984,0.351836387,-0.555165096,0.377730238
Nicolas Batum,0.697620219,0.321889533,1.091468629,1.203881322,1.434307245,0.49319358,0.481319115,2.096185118,2.206334353,0.620373034,0.514833466,0.686454983,1.4218233,1.292172227,-0.555165096,0.268492413
Nicolas Brussino,-0.500582447,0.025267779,-0.751824755,-0.83811593,-0.800674408,-0.694075635,-0.700667087,-0.573872401,-0.582384063,-0.626327251,-0.638187977,-0.618447667,-0.575409177,-0.716798187,-0.555165096,-0.660029098
Nigel Hayes,-0.74022298,0.321889533,-0.982236428,-0.995935907,-0.84350379,-0.704490277,-0.710104752,-0.635224826,-0.656396577,-0.641935392,-0.652591269,-0.658711143,-0.606819431,-0.754349035,-0.555165096,-0.769266923
Nik Stauskas,-0.500582447,-0.271353975,-0.291001409,-0.164965416,-0.264940624,-0.511819396,-0.489133212,0.154994403,0.181498177,-0.360988849,-0.381202921,-0.558052453,-0.280459233,-0.306868087,-0.555165096,-0.605410185
Nikola Jokic,-0.979863513,0.91513304,-0.521413082,-0.290577235,-0.205565907,0.020629188,-0.07745575,-0.193487369,-0.21140776,-0.049801532,-0.100717758,0.410101125,0.159284319,0.001361798,-0.555165096,3.572936612
Nikola Mirotic,-0.021301381,0.91513304,-0.291001409,-0.145640521,-0.178444122,-0.339977799,-0.342035811,0.577099084,0.60272989,-0.072238235,-0.101475826,-0.224963698,-0.341747533,-0.236460245,-0.555165096,0.268492413
Nikola Vucevic,0.218339152,1.508376547,0.40023361,0.44376878,0.567352595,1.176654476,1.137399561,-0.414356097,-0.392327238,0.010680015,0.041799028,1.594213348,0.156986008,0.467618171,-0.555165096,-0.086530518
Noah Vonleh,-0.979863513,0.91513304,-0.291001409,-0.280914787,-0.482124336,-0.489037366,-0.483600788,-0.539515044,-0.538524796,-0.494633559,-0.481267899,-0.080381217,-0.535571782,-0.513397755,-0.555165096,-0.35962508
Norman Powell,-0.500582447,-0.864597482,-0.521413082,-0.396864158,-0.525896173,-0.494895602,-0.500523498,-0.289197151,-0.261663171,-0.446833626,-0.464590402,-0.563542927,-0.444405436,-0.494622331,-0.555165096,-0.441553448
OG Anunoby,-1.45914458,0.321889533,-0.982236428,-0.786582876,-0.701192959,-0.650464321,-0.667147103,-0.465892134,-0.49101059,-0.604866057,-0.607865256,-0.585504823,-0.569280347,-0.687070431,-0.555165096,0.104635676
Okaro White,-0.260941914,0.321889533,-0.751824755,-0.8928698,-0.798580061,-0.69342472,-0.696761846,-0.605775662,-0.62989827,-0.621449707,-0.635913773,-0.614787351,-0.593795667,-0.727750517,-0.555165096,-0.605410185
Omari Johnson,0.457979686,0.618511286,-0.982236428,-1.012039986,-0.848425503,-0.705792108,-0.712708245,-0.635224826,-0.660051516,-0.642910901,-0.654865473,-0.658711143,-0.606053327,-0.752784417,-0.555165096,-0.605410185
Omer Asik,1.176901285,1.508376547,0.630645283,0.492081018,0.108795473,-0.092630046,-0.131803683,-0.645041214,-0.670102598,-0.072238235,0.150202753,1.230011907,-0.396907003,0.090545064,-0.555165096,-0.605410185
Omri Casspi,0.697620219,0.618511286,0.861056956,0.752967102,0.341582064,0.042109388,0.040677783,0.528017145,0.513183886,0.014582051,0.098654128,0.16852027,-0.124174068,0.137483625,-0.560457984,-0.305006167
Otto Porter,-0.500582447,0.321889533,-0.060589736,0.079816588,0.092878441,-0.068546186,-0.116508157,0.393041811,0.284750202,-0.285874669,-0.303121916,0.082502845,-0.24904898,-0.358500504,-0.560457984,2.453248908
P.J. Tucker,1.416541818,-0.271353975,0.40023361,0.585484678,0.601699874,-0.10955384,-0.078757497,0.424945071,0.44830872,-0.103454518,-0.094653214,0.785283514,-0.053692523,0.05925269,-0.560457984,-0.004602149
Pascal Siakam,-0.74022298,0.618511286,-0.751824755,-0.586892293,-0.590506757,-0.496848348,-0.532090861,-0.571418304,-0.544007204,-0.56877223,-0.56465538,-0.404319182,-0.476581793,-0.601016403,-0.560457984,0.022707307
Pat Connaughton,-0.260941914,-0.567975728,-0.521413082,-0.525696792,-0.65239469,-0.631587782,-0.635254304,-0.409447903,-0.429790362,-0.595110969,-0.610897528,-0.561712769,-0.51258867,-0.647954964,-0.560457984,-0.223077799
Patrick Beverley,0.697620219,-1.754462743,0.169821937,-0.052236862,0.046802822,-0.373825386,-0.349195419,0.584461375,0.546078336,-0.341478673,-0.349364065,0.007466367,0.163880942,-0.117549224,-0.560457984,0.159254588
Patrick McCaw,-0.979863513,0.025267779,-0.751824755,-0.61265882,-0.643179566,-0.619220394,-0.628745569,-0.497795395,-0.485528181,-0.589257916,-0.601042644,-0.598315929,-0.490371661,-0.637002633,-0.560457984,-0.605410185
Patrick Patterson,0.457979686,0.618511286,0.630645283,0.775512813,0.474049467,0.036251152,0.026358567,0.525563048,0.505874008,-0.308311372,-0.311460665,0.662662929,-0.124940172,-0.137889267,-0.560457984,0.131945132
Patty Mills,0.697620219,-2.051084496,0.861056956,0.659563442,0.147855031,-0.172041693,-0.153282508,1.185715136,1.076044484,-0.257584913,-0.30160578,-0.364055706,0.297182994,0.043606503,-0.560457984,0.678134256
Pau Gasol,2.614744484,1.508376547,2.704350339,2.827172512,3.399537095,4.345309376,4.218634516,-0.220482436,-0.238819802,3.96831934,4.098979013,4.939742161,2.355703772,3.344951964,-0.560457984,0.978538274
Paul George,0.218339152,0.618511286,0.630645283,0.672446706,0.984965247,0.729475775,0.821725934,2.155083445,2.101254858,1.289572092,1.122804009,0.172180586,0.677170455,1.359450831,-0.560457984,1.770512503
Paul Millsap,1.416541818,0.321889533,1.552291974,1.793290623,1.848150074,2.099001229,2.021936592,0.267882864,0.358762715,1.99193845,2.133308665,2.948530263,0.941476249,1.736523938,-0.560457984,0.43234915
Paul Zipser,-0.74022298,0.321889533,-0.751824755,-0.709283296,-0.681715538,-0.644606084,-0.635579741,-0.473254425,-0.480045773,-0.59413546,-0.605591052,-0.614787351,-0.548595546,-0.627614921,-0.560457984,-1.069670941
PJ Dozier,-1.219504046,0.025267779,-0.982236428,-1.018481618,-0.85596515,-0.708395768,-0.714986303,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.755913654,-0.560457984,-0.660029098
Quincy Acy,0.218339152,0.025267779,0.169821937,0.028283535,-0.30452377,-0.449982458,-0.459193033,-0.20084966,-0.206839087,-0.363915376,-0.369831901,-0.106003429,-0.45130037,-0.421085252,-0.560457984,-0.550791273
Quincy Pondexter,0.697620219,0.025267779,0.169821937,-0.052236862,-0.307770006,-0.489688281,-0.481973604,-0.141951332,-0.145618859,-0.426347941,-0.426687002,-0.31464144,-0.428317257,-0.499316187,-0.560457984,-0.168458886
Quinn Cook,-0.500582447,-1.457840989,-0.751824755,-0.873544905,-0.759101634,-0.645257,-0.654455071,-0.505157686,-0.552230817,-0.619498689,-0.632123433,-0.645900037,-0.523314122,-0.687070431,-0.560457984,-0.332315623
R.J. Hunter,-0.500582447,-0.567975728,-0.521413082,-0.883207352,-0.817638613,-0.695377465,-0.70229427,-0.59105108,-0.599745023,-0.635106831,-0.648042861,-0.662371459,-0.599158394,-0.73713823,-0.560457984,-0.660029098
Rajon Rondo,1.176901285,-1.754462743,1.552291974,1.484092301,1.735474243,1.322459468,1.375293811,0.066646912,0.18789432,0.362838703,0.638398551,0.83469778,4.450997529,2.717539865,-0.560457984,-0.250387255
Ramon Sessions,1.176901285,-1.161219235,1.321880301,1.200660506,0.831659098,0.721664794,0.8728195,-0.134589041,-0.069778876,1.426143328,1.37751486,-0.045608215,1.539037174,1.077819465,-0.560457984,-0.550791273
Rashad Vaughn,-1.219504046,-0.271353975,-0.521413082,-0.577229846,-0.681296669,-0.658275302,-0.646319153,-0.441351164,-0.428876628,-0.625351742,-0.635155705,-0.633088931,-0.553958272,-0.682376575,-0.560457984,-0.769266923
Raul Neto,-0.260941914,-1.754462743,-0.521413082,-0.503151081,-0.610926633,-0.580816401,-0.57895375,-0.416810194,-0.451719996,-0.559017142,-0.56844572,-0.614787351,-0.394608692,-0.50713928,-0.560457984,-0.523481817
Raymond Felton,1.656182351,-1.754462743,1.782703647,1.996202022,2.122928308,1.338081431,1.585851375,1.575916557,1.843581663,1.021307164,0.984077563,0.336894806,3.252811264,2.362371419,-0.560457984,-0.35962508
Reggie Bullock,-0.021301381,0.025267779,-0.060589736,-0.351772736,-0.504324406,-0.566496268,-0.573421325,-0.124772653,-0.190391861,-0.573649774,-0.58739742,-0.545241347,-0.480412312,-0.622921064,-0.560457984,0.2138735
Reggie Hearn,-0.021301381,-0.567975728,-0.982236428,-1.015260802,-0.855546281,-0.709046683,-0.715637176,-0.642587117,-0.669188863,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,-0.560457984,-0.660029098
Reggie Jackson,0.218339152,-1.161219235,0.40023361,0.418002253,0.304826286,0.382538006,0.441290397,0.405312295,0.55247448,0.271140873,0.173702861,-0.22313354,0.910065995,0.617821566,-0.560457984,-0.14114943
Richard Jefferson,2.614744484,0.025267779,2.704350339,2.778860275,2.73479158,1.964912711,1.996227091,1.912127844,1.859115153,2.831851553,2.861812022,1.012223106,1.236426192,2.008767593,-0.560457984,-0.277696711
Richaun Holmes,-0.500582447,0.91513304,-0.521413082,-0.522475976,-0.579720873,-0.422644022,-0.480346421,-0.549331431,-0.532128653,-0.486829488,-0.478235627,-0.276208122,-0.494968283,-0.582240978,-0.560457984,0.377730238
Ricky Rubio,0.218339152,-0.864597482,0.40023361,0.360027568,0.554367648,0.038854812,0.204047021,0.174627179,0.269216711,0.684756617,0.579269246,-0.122474851,1.994102802,1.093465652,-0.560457984,0.978538274
Robert Covington,0.218339152,0.618511286,-0.060589736,-0.087665836,0.038425437,-0.360807084,-0.341710374,1.026198832,1.065993402,-0.080042306,-0.121185594,-0.155417695,-0.259008328,0.070205021,-0.560457984,-0.223077799
Robin Lopez,0.697620219,1.508376547,1.091468629,1.203881322,0.823700582,0.980078104,0.884209786,-0.635224826,-0.652741638,0.368691756,0.379139292,2.474519343,-0.18776068,0.428502703,-0.560457984,0.159254588
Rodney Hood,-0.260941914,0.321889533,-0.291001409,-0.226160918,-0.142735518,-0.257962491,-0.226180335,0.493659787,0.479375701,-0.219540069,-0.257637836,-0.510468346,-0.238323527,-0.280269569,-0.560457984,-0.14114943
Rodney McGruder,-0.021301381,-0.864597482,-0.751824755,-0.715724928,-0.619094584,-0.619220394,-0.625165765,-0.429080679,-0.438013975,-0.596086477,-0.5949781,-0.473865186,-0.503395425,-0.663601151,-0.560457984,-0.195768342
Rodney Purvis,-0.74022298,-0.864597482,-0.982236428,-0.973390196,-0.825911281,-0.69472655,-0.697738156,-0.613137953,-0.623502127,-0.630229286,-0.643494453,-0.664201617,-0.59839229,-0.741832086,-0.565750871,-0.878504747
Ron Baker,-0.500582447,-0.864597482,-0.751824755,-0.764037165,-0.726220397,-0.664784454,-0.66454361,-0.561601916,-0.562281899,-0.596086477,-0.60255878,-0.634919089,-0.493436076,-0.641696489,-0.565750871,-0.796576379
Rondae Hollis-Jefferson,-0.74022298,0.025267779,-0.521413082,-0.461280475,-0.406413717,-0.313290278,-0.302657966,-0.56651011,-0.547662143,-0.178568698,-0.184105239,-0.234114488,-0.332554288,-0.345983554,-0.565750871,0.022707307
Royce O'Neale,-0.500582447,-0.271353975,-0.982236428,-0.802686956,-0.73585439,-0.658275302,-0.661614679,-0.54196914,-0.563195634,-0.583404863,-0.597252304,-0.620277825,-0.538636197,-0.671424244,-0.565750871,-0.386934536
Rudy Gay,1.176901285,0.321889533,1.552291974,1.583937593,2.080622513,2.330076104,2.447933271,1.389405186,1.534739322,1.981207853,1.911194739,1.517346712,0.754546933,2.205909549,-0.565750871,-0.168458886
Rudy Gobert,-0.260941914,1.804998301,-0.060589736,0.021841903,0.094972787,0.059684097,-0.090473219,-0.645041214,-0.668275129,0.213585852,0.403397468,1.169616693,-0.317232213,0.042041884,-0.565750871,2.753652926
Russell Westbrook,0.697620219,-1.161219235,1.091468629,1.38424701,1.834955692,2.671155637,2.927952447,1.325598665,1.690074227,3.638597356,3.434911437,1.643627613,4.071776173,3.937942452,-0.565750871,3.163294769
Ryan Anderson,0.697620219,0.91513304,1.091468629,0.978424212,0.864540335,0.21330007,0.264252816,2.582096321,2.47771357,0.482826289,0.36852634,1.5832324,-0.178567435,0.16721138,-0.565750871,1.278942292
Ryan Arcidiacono,-0.74022298,-1.161219235,-0.982236428,-0.947623669,-0.824445238,-0.703839362,-0.712382809,-0.622954341,-0.642690556,-0.638033357,-0.650317065,-0.664201617,-0.584602422,-0.73713823,-0.565750871,-0.605410185
Salah Mejri,1.176901285,1.804998301,-0.521413082,-0.483826186,-0.643598435,-0.563241692,-0.603361504,-0.642587117,-0.66462019,-0.544384509,-0.523719707,-0.257906542,-0.566215932,-0.597887165,-0.565750871,0.050016763
Sam Dekker,-0.74022298,0.618511286,-0.521413082,-0.532138424,-0.614591739,-0.539157832,-0.572119578,-0.473254425,-0.445323853,-0.569747739,-0.56086504,-0.413469972,-0.524080226,-0.641696489,-0.565750871,0.022707307
Scotty Hopson,0.457979686,0.025267779,-0.751824755,-1.015260802,-0.854708542,-0.709046683,-0.714660866,-0.645041214,-0.669188863,-0.640959884,-0.651833201,-0.666031775,-0.609883846,-0.755913654,-0.565750871,-0.687338554
Sean Kilpatrick,0.457979686,-0.864597482,-0.291001409,-0.519255161,-0.533540537,-0.480575469,-0.474813996,-0.168946399,-0.14196392,-0.31904197,-0.363009289,-0.592825455,-0.430615568,-0.43516682,-0.565750871,-0.605410185
Semi Ojeleye,-0.74022298,0.025267779,-0.982236428,-0.789803692,-0.73585439,-0.692773805,-0.695134662,-0.546877334,-0.556799491,-0.61852318,-0.623784684,-0.598315929,-0.596093979,-0.718362805,-0.565750871,-0.769266923
Serge Ibaka,0.457979686,0.91513304,0.861056956,1.162010716,1.197646113,1.24044416,1.083377064,0.368500841,0.357848981,0.29065105,0.298784083,2.031621108,-0.269733781,0.597481523,-0.565750871,0.596205887
Shabazz Muhammad,-0.260941914,-0.271353975,-0.060589736,-0.129536442,-0.356568275,-0.177249014,-0.194287535,-0.343187285,-0.318314724,-0.154180977,-0.149234111,-0.127965325,-0.495734387,-0.47115305,-0.565750871,0.159254588
Shabazz Napier,-0.021301381,-1.754462743,-0.291001409,-0.274473156,-0.473118647,-0.541110577,-0.516795334,-0.171400496,-0.184909453,-0.417568361,-0.436541886,-0.556222295,-0.271265988,-0.353806648,-0.565750871,-0.305006167
Shane Larkin,-0.260941914,-2.34770625,-0.291001409,-0.200394391,-0.345258805,-0.430455003,-0.409075777,-0.357911867,-0.353036644,-0.455613206,-0.467622675,-0.514128662,-0.046797589,-0.286528043,-0.565750871,-0.441553448
Shaquille Harrison,-0.500582447,-0.864597482,-0.982236428,-0.950844485,-0.816067853,-0.674548181,-0.683744377,-0.630316632,-0.64725923,-0.615596654,-0.626058888,-0.649560353,-0.569280347,-0.723056661,-0.571043759,-0.441553448
Shaun Livingston,1.416541818,0.025267779,1.782703647,1.451884143,0.842340264,0.610358305,0.63102001,-0.613137953,-0.606141167,0.21553687,0.185073881,0.155709164,1.203483731,0.800881955,-0.571043759,-0.113839974
Shelvin Mack,0.218339152,-1.161219235,0.40023361,0.260182276,-0.107969369,-0.223463989,-0.206979568,-0.016792386,0.04717917,-0.34342969,-0.340267249,-0.483015976,0.337020389,0.015443366,-0.571043759,-0.414243992
Sindarius Thornwell,-0.74022298,-0.567975728,-0.982236428,-0.789803692,-0.735226086,-0.658926218,-0.659662059,-0.588596983,-0.615278514,-0.58535588,-0.588155488,-0.605636561,-0.559320998,-0.674553482,-0.571043759,-0.605410185
Skal Labissiere,-1.219504046,1.211754794,-0.751824755,-0.725387375,-0.662342835,-0.513121226,-0.514842714,-0.593505177,-0.617105983,-0.499511103,-0.509316415,-0.391508076,-0.535571782,-0.585370216,-0.571043759,-0.35962508
Solomon Hill,-0.021301381,0.025267779,-0.060589736,-0.184290312,-0.224415024,-0.476019063,-0.453660609,-0.161584108,-0.12643043,-0.34342969,-0.369831901,-0.340263652,-0.292716893,-0.36319436,-0.571043759,-0.605410185
Spencer Dinwiddie,-0.500582447,-0.271353975,-0.291001409,-0.429072317,-0.410811844,-0.490339196,-0.470257882,-0.173854593,-0.114551878,-0.258560422,-0.280379876,-0.528769925,0.028280578,-0.391357496,-0.571043759,1.033157186
Stanley Johnson,-1.219504046,0.025267779,-0.521413082,-0.319564578,-0.337719158,-0.455840694,-0.412330144,-0.215574242,-0.129171634,-0.420494888,-0.42744507,-0.43360171,-0.354771297,-0.347548173,-0.571043759,-1.206218222
Stephen Curry,0.697620219,-1.161219235,0.861056956,0.988086659,1.398075054,1.17079624,1.116246174,4.579731266,3.788009182,1.572469653,1.250917503,0.1410679,2.626904499,2.326385189,-0.571043759,3.682174437
Sterling Brown,-0.979863513,-0.567975728,-0.982236428,-0.850999194,-0.775018666,-0.676500926,-0.678537389,-0.56651011,-0.587866472,-0.622425216,-0.636671841,-0.616617509,-0.59226346,-0.718362805,-0.571043759,-0.660029098
Steven Adams,-0.500582447,1.508376547,-0.060589736,0.221532486,0.176023989,0.197678106,0.056298746,-0.645041214,-0.666447659,-0.044923988,0.163847977,1.575911768,-0.34711026,0.068640402,-0.571043759,2.070916522
T.J. Leaf,-1.45914458,0.91513304,-0.982236428,-0.854220009,-0.808214054,-0.679104587,-0.685046123,-0.600867468,-0.632639474,-0.633155813,-0.642736385,-0.612957193,-0.60452112,-0.741832086,-0.571043759,-0.386934536
T.J. McConnell,-0.260941914,-1.457840989,-0.521413082,-0.258369076,-0.286093522,-0.321752175,-0.328042031,-0.475708522,-0.482786977,-0.516094753,-0.525993911,-0.448242974,0.310972862,-0.114419986,-0.571043759,0.077326219
T.J. Warren,-0.500582447,0.321889533,-0.291001409,-0.322785393,-0.241169794,0.063589588,0.017571775,-0.451167552,-0.416084341,-0.280997125,-0.281896012,-0.029136793,-0.435978295,-0.442989914,-0.571043759,0.869300449
Taj Gibson,1.416541818,0.618511286,0.861056956,1.123360925,0.964021784,1.038009552,0.994207401,-0.618046147,-0.607054901,0.41551618,0.514833466,2.20365596,-0.093529918,0.525509063,-0.571043759,1.251632836
Tarik Black,-0.021301381,0.618511286,-0.291001409,-0.316343762,-0.508722534,-0.424596767,-0.46049478,-0.64013302,-0.658224046,-0.452686679,-0.40091269,0.053220317,-0.527144641,-0.502445424,-0.576336646,-0.113839974
Taurean Waller-Prince,-0.74022298,0.321889533,-0.751824755,-0.570788214,-0.495528152,-0.500753839,-0.487506029,-0.132134944,-0.160238615,-0.422445906,-0.447154838,-0.528769925,-0.405334145,-0.36319436,-0.576336646,-0.769266923
Terrance Ferguson,-1.698785113,0.025267779,-0.982236428,-0.828453483,-0.776379991,-0.689519229,-0.699690776,-0.546877334,-0.561368164,-0.634131322,-0.647284793,-0.631258773,-0.596860082,-0.740267467,-0.576336646,-0.277696711
